CONCEPTICON_ID	CONCEPTICON_GLOSS	SPANISH	R1	R123
1408	HEAR	oír	"{""1608"": 51, ""1182"": 2, ""2879"": 2, ""1409"": 2, ""1494"": 1, ""642"": 1}"	"{""1608"": 55, ""642"": 10, ""1079"": 9, ""1182"": 7, ""2879"": 7, ""1409"": 3, ""1410"": 2, ""996"": 2, ""1261"": 1, ""1536"": 1, ""781"": 1, ""1494"": 1, ""1247"": 1, ""937"": 1, ""1599"": 1, ""2271"": 1, ""1676"": 1, ""3458"": 1}"
2524	JOY	alegría	"{""2941"": 31, ""2573"": 6, ""1495"": 5, ""1424"": 1, ""1651"": 1, ""1338"": 1, ""1355"": 1, ""1829"": 1}"	"{""2941"": 43, ""2573"": 9, ""1495"": 7, ""3460"": 2, ""1424"": 1, ""1289"": 1, ""1639"": 1, ""2407"": 1, ""1380"": 1, ""2955"": 1, ""1430"": 1, ""194"": 1, ""1651"": 1, ""630"": 1, ""642"": 1, ""1338"": 1, ""1040"": 1, ""2982"": 1, ""1355"": 1, ""1829"": 1, ""210"": 1}"
1569	CHEESE	queso	"{""1491"": 11, ""712"": 10, ""635"": 6, ""256"": 3, ""1424"": 2, ""2124"": 2, ""717"": 1, ""1548"": 1, ""1282"": 1, ""1368"": 1, ""1813"": 1, ""1091"": 1, ""1007"": 1}"	"{""1491"": 16, ""635"": 15, ""712"": 13, ""1424"": 8, ""256"": 5, ""1368"": 5, ""2124"": 4, ""1007"": 4, ""1864"": 2, ""156"": 2, ""1667"": 1, ""837"": 1, ""1502"": 1, ""634"": 1, ""717"": 1, ""1548"": 1, ""1282"": 1, ""1813"": 1, ""1091"": 1, ""848"": 1, ""1227"": 1, ""364"": 1}"
1404	STRAIGHT	recto	"{""1019"": 11, ""1048"": 7, ""1334"": 5, ""2252"": 3, ""1470"": 2, ""297"": 2, ""1645"": 1, ""1480"": 1, ""2978"": 1, ""121"": 1, ""244"": 1, ""1222"": 1, ""281"": 1, ""1404"": 1}"	"{""1019"": 25, ""1048"": 11, ""1334"": 9, ""2252"": 8, ""1470"": 3, ""1725"": 2, ""1480"": 2, ""1120"": 2, ""244"": 2, ""297"": 2, ""1673"": 1, ""491"": 1, ""1645"": 1, ""850"": 1, ""834"": 1, ""2978"": 1, ""121"": 1, ""1203"": 1, ""163"": 1, ""1240"": 1, ""1295"": 1, ""1222"": 1, ""281"": 1, ""1404"": 1, ""3405"": 1}"
771	HAT	sombrero	"{""1256"": 13, ""1288"": 1, ""1343"": 5, ""1040"": 2, ""1257"": 1, ""1229"": 1, ""1591"": 1, ""325"": 1, ""1899"": 1, ""823"": 1, ""962"": 1, ""163"": 1, ""1388"": 1}"	"{""1256"": 22, ""1288"": 5, ""1343"": 13, ""1388"": 7, ""163"": 4, ""1257"": 2, ""1229"": 1, ""761"": 2, ""1287"": 2, ""658"": 2, ""1899"": 2, ""1040"": 2, ""603"": 1, ""1383"": 1, ""1243"": 1, ""1591"": 1, ""678"": 1, ""3066"": 1, ""1622"": 1, ""212"": 1, ""602"": 1, ""325"": 1, ""1208"": 1, ""867"": 1, ""1471"": 1, ""823"": 1, ""962"": 1, ""1304"": 1, ""937"": 1, ""3460"": 1, ""972"": 1, ""2900"": 1, ""1491"": 1, ""69"": 1, ""1342"": 1, ""960"": 1}"
1225	DAY (NOT NIGHT)	día	"{""1233"": 28, ""1343"": 12, ""630"": 7, ""2296"": 3, ""1283"": 3, ""1329"": 3, ""2524"": 1, ""989"": 1, ""2407"": 1, ""1353"": 1, ""1203"": 1, ""1697"": 1, ""2341"": 1, ""1700"": 1, ""210"": 1}"	"{""1233"": 36, ""1343"": 32, ""630"": 20, ""1329"": 6, ""1283"": 5, ""2296"": 4, ""1370"": 3, ""1469"": 3, ""984"": 3, ""210"": 3, ""1203"": 2, ""1313"": 2, ""892"": 2, ""27"": 1, ""2524"": 1, ""1789"": 1, ""1174"": 1, ""837"": 1, ""1035"": 1, ""1967"": 1, ""1732"": 1, ""989"": 1, ""2407"": 1, ""1092"": 1, ""1430"": 1, ""789"": 1, ""1427"": 1, ""1353"": 1, ""1285"": 1, ""1697"": 1, ""12"": 1, ""765"": 1, ""2341"": 1, ""1210"": 1, ""1700"": 1, ""477"": 1, ""1272"": 1, ""1493"": 1}"
933	WALL (OF HOUSE)	pared	"{""3830"": 19, ""1006"": 7, ""1252"": 5, ""1335"": 4, ""647"": 4, ""711"": 1, ""3303"": 1, ""743"": 1, ""1287"": 1, ""1010"": 1, ""648"": 1, ""1375"": 1}"	"{""3830"": 22, ""1252"": 13, ""1006"": 11, ""647"": 6, ""3303"": 5, ""1335"": 4, ""1010"": 3, ""769"": 3, ""711"": 2, ""1884"": 2, ""743"": 2, ""905"": 1, ""1840"": 1, ""3396"": 1, ""194"": 1, ""1287"": 1, ""628"": 1, ""2578"": 1, ""648"": 1, ""857"": 1, ""1567"": 1, ""1274"": 1, ""1359"": 1, ""3458"": 1, ""705"": 1, ""1690"": 1, ""1375"": 1, ""829"": 1}"
1869	BUY	comprar	"{""1571"": 7, ""1559"": 6, ""759"": 5, ""1895"": 4, ""1447"": 1, ""2509"": 1, ""1198"": 1, ""1030"": 1, ""643"": 1, ""718"": 1, ""2982"": 1, ""773"": 1}"	"{""1559"": 17, ""1571"": 8, ""759"": 7, ""1895"": 7, ""643"": 6, ""773"": 4, ""694"": 3, ""718"": 3, ""256"": 2, ""2509"": 2, ""633"": 2, ""2524"": 1, ""3399"": 1, ""1252"": 1, ""2787"": 1, ""738"": 1, ""1447"": 1, ""635"": 1, ""1198"": 1, ""1030"": 1, ""2931"": 1, ""657"": 1, ""2982"": 1, ""2619"": 1, ""98"": 1}"
1385	PEPPER	pimiento	"{""156"": 15, ""544"": 10, ""919"": 5, ""256"": 3, ""1274"": 2, ""1425"": 2, ""1365"": 1, ""221"": 1, ""785"": 1, ""506"": 1, ""1221"": 1, ""163"": 1, ""712"": 1, ""1813"": 1, ""986"": 1}"	"{""156"": 27, ""544"": 24, ""256"": 13, ""919"": 9, ""1425"": 7, ""1365"": 4, ""785"": 4, ""1813"": 3, ""948"": 2, ""1424"": 2, ""221"": 2, ""163"": 2, ""1385"": 2, ""712"": 2, ""1274"": 2, ""132"": 2, ""837"": 1, ""634"": 1, ""1100"": 1, ""717"": 1, ""1548"": 1, ""506"": 1, ""1221"": 1, ""2"": 1, ""986"": 1}"
1754	BRACELET	pulsera	"{""799"": 9, ""1029"": 7, ""1961"": 3, ""1277"": 3, ""1374"": 2, ""1673"": 1, ""1627"": 1, ""2244"": 1, ""1369"": 1, ""759"": 1, ""1072"": 1, ""1323"": 1}"	"{""799"": 13, ""1029"": 10, ""1374"": 5, ""1961"": 5, ""1673"": 4, ""1627"": 4, ""1277"": 4, ""1369"": 4, ""2244"": 2, ""962"": 2, ""759"": 2, ""1335"": 1, ""2468"": 1, ""1161"": 1, ""616"": 1, ""1394"": 1, ""1072"": 1, ""1473"": 1, ""1323"": 1, ""680"": 1, ""2879"": 1, ""1258"": 1}"
1446	COME	venir	"{""695"": 31, ""1387"": 11, ""1778"": 2, ""1443"": 2, ""1567"": 2, ""1468"": 1, ""194"": 1, ""700"": 1, ""509"": 1, ""692"": 1, ""1444"": 1}"	"{""695"": 39, ""1387"": 18, ""1444"": 15, ""1443"": 4, ""1567"": 4, ""581"": 4, ""3665"": 4, ""1778"": 3, ""1442"": 3, ""1107"": 3, ""700"": 2, ""1409"": 2, ""3235"": 1, ""928"": 1, ""2524"": 1, ""1468"": 1, ""1280"": 1, ""1942"": 1, ""1336"": 1, ""194"": 1, ""1495"": 1, ""813"": 1, ""1084"": 1, ""765"": 1, ""962"": 1, ""1829"": 1, ""1085"": 1, ""509"": 1, ""1892"": 1, ""98"": 1, ""692"": 1}"
73	BEAK	pico	"{""1901"": 11, ""937"": 8, ""882"": 7, ""1360"": 6, ""674"": 3, ""717"": 3, ""711"": 2, ""1514"": 2, ""1321"": 1, ""1753"": 1, ""1511"": 1, ""1361"": 1, ""2467"": 1, ""1254"": 1, ""639"": 1, ""571"": 1, ""372"": 1, ""156"": 1}"	"{""1901"": 20, ""937"": 13, ""882"": 13, ""1360"": 9, ""674"": 1, ""639"": 5, ""2992"": 5, ""1321"": 4, ""1514"": 4, ""984"": 4, ""717"": 3, ""1361"": 3, ""1228"": 3, ""711"": 2, ""1753"": 2, ""784"": 2, ""156"": 2, ""1441"": 2, ""1424"": 1, ""619"": 1, ""1365"": 1, ""1336"": 1, ""202"": 1, ""1511"": 1, ""1623"": 1, ""2467"": 1, ""1254"": 1, ""2624"": 1, ""638"": 1, ""1295"": 1, ""571"": 1, ""857"": 1, ""1201"": 1, ""372"": 1}"
3732	POMEGRANATE	granada	"{""1507"": 1, ""1804"": 8, ""951"": 2, ""2547"": 2, ""1277"": 2, ""906"": 1, ""717"": 1, ""605"": 1, ""2244"": 1, ""1941"": 1, ""2627"": 1, ""653"": 1, ""1182"": 1}"	"{""1507"": 1, ""1804"": 11, ""2547"": 7, ""951"": 5, ""717"": 5, ""156"": 4, ""906"": 2, ""1456"": 2, ""1277"": 2, ""1300"": 2, ""1182"": 2, ""1941"": 1, ""731"": 1, ""1845"": 1, ""1555"": 1, ""285"": 1, ""1380"": 1, ""1783"": 1, ""82"": 1, ""1208"": 1, ""605"": 1, ""778"": 1, ""1499"": 1, ""2244"": 1, ""910"": 1, ""2627"": 1, ""1810"": 1, ""653"": 1}"
1626	EXPLAIN	explicar	"{""1458"": 5, ""709"": 5, ""1536"": 4, ""1897"": 3, ""1420"": 2, ""1623"": 2, ""1447"": 1, ""1562"": 1, ""1304"": 1, ""2271"": 1, ""98"": 1, ""1638"": 1}"	"{""709"": 12, ""1458"": 8, ""1536"": 6, ""1897"": 4, ""1623"": 4, ""1420"": 3, ""1039"": 3, ""504"": 2, ""753"": 1, ""1447"": 1, ""584"": 1, ""1585"": 1, ""1562"": 1, ""1304"": 1, ""1158"": 1, ""2271"": 1, ""1410"": 1, ""98"": 1, ""984"": 1, ""1638"": 1}"
3545	WATERY	aguado	"{""948"": 8, ""1726"": 6, ""635"": 3, ""1299"": 2, ""1396"": 1, ""1590"": 1, ""1548"": 1, ""1499"": 1}"	"{""948"": 12, ""1726"": 1, ""1299"": 4, ""1548"": 4, ""635"": 4, ""1499"": 3, ""1547"": 2, ""1242"": 2, ""1396"": 1, ""60"": 1, ""1601"": 1, ""1225"": 1, ""1590"": 1, ""2955"": 1, ""658"": 1, ""1856"": 1, ""1373"": 1, ""1524"": 1}"
1567	DOOR	puerta	"{""1252"": 12, ""1375"": 12, ""1156"": 4, ""1803"": 2, ""749"": 1, ""202"": 1, ""1010"": 1, ""2624"": 1, ""610"": 1, ""1107"": 1}"	"{""1252"": 17, ""1375"": 17, ""1803"": 10, ""1156"": 6, ""1472"": 4, ""749"": 3, ""2940"": 3, ""630"": 2, ""2624"": 2, ""1107"": 2, ""837"": 1, ""1362"": 1, ""2252"": 1, ""1012"": 1, ""1732"": 1, ""123"": 1, ""785"": 1, ""202"": 1, ""353"": 1, ""1202"": 1, ""1413"": 1, ""1010"": 1, ""965"": 1, ""1231"": 1, ""933"": 1, ""610"": 1}"
1643	COUSIN	prima	"{""1263"": 11, ""194"": 7, ""1644"": 7, ""1272"": 5, ""962"": 1, ""1040"": 1, ""1643"": 1, ""1537"": 1}"	"{""194"": 16, ""1263"": 14, ""1644"": 10, ""1272"": 9, ""962"": 2, ""946"": 2, ""1642"": 2, ""1646"": 1, ""1753"": 1, ""2978"": 1, ""873"": 1, ""1216"": 1, ""1142"": 1, ""1040"": 1, ""1643"": 1, ""1537"": 1, ""728"": 1, ""1327"": 1}"
768	LUNCH	almuerzo	"{""256"": 37, ""1833"": 5, ""1336"": 5, ""1864"": 5, ""12"": 5, ""1322"": 1, ""194"": 1, ""1285"": 1, ""3729"": 1, ""480"": 1, ""712"": 1, ""1676"": 1}"	"{""256"": 46, ""12"": 16, ""1833"": 11, ""1864"": 10, ""1336"": 9, ""712"": 6, ""194"": 4, ""1365"": 2, ""1100"": 2, ""1322"": 2, ""1775"": 2, ""480"": 2, ""1631"": 2, ""892"": 2, ""984"": 2, ""948"": 1, ""634"": 1, ""590"": 1, ""1707"": 1, ""1699"": 1, ""1507"": 1, ""1285"": 1, ""3729"": 1, ""1030"": 1, ""1853"": 1, ""1210"": 1, ""1242"": 1, ""1676"": 1, ""1547"": 1, ""604"": 1, ""3085"": 1}"
2349	SHRIMP	camarón	"{""256"": 5, ""238"": 5, ""1474"": 5, ""156"": 5, ""947"": 4, ""712"": 3, ""948"": 2, ""1555"": 2, ""227"": 2, ""2137"": 1, ""2643"": 1, ""1548"": 1, ""1216"": 1, ""2627"": 1, ""210"": 1}"	"{""1474"": 14, ""256"": 10, ""947"": 6, ""238"": 6, ""156"": 1, ""948"": 5, ""712"": 5, ""1555"": 3, ""2627"": 3, ""227"": 3, ""3460"": 3, ""619"": 2, ""2397"": 2, ""3882"": 2, ""671"": 1, ""926"": 1, ""740"": 1, ""2137"": 1, ""2643"": 1, ""1663"": 1, ""2348"": 1, ""1188"": 1, ""1613"": 1, ""1548"": 1, ""622"": 1, ""3091"": 1, ""1216"": 1, ""645"": 1, ""2124"": 1, ""1246"": 1, ""610"": 1, ""2581"": 1, ""132"": 1, ""210"": 1}"
722	ATTACK	ataque	"{""855"": 1, ""722"": 1, ""1804"": 1, ""1352"": 1, ""1783"": 1, ""1884"": 1, ""1535"": 1, ""781"": 1}"	"{""781"": 4, ""1804"": 3, ""1783"": 3, ""1223"": 2, ""855"": 1, ""722"": 1, ""1597"": 1, ""1352"": 1, ""1601"": 1, ""1884"": 1, ""1986"": 1, ""1535"": 1, ""1160"": 1, ""1095"": 1, ""1417"": 1, ""1069"": 1, ""1810"": 1, ""2009"": 1, ""2440"": 1, ""666"": 1, ""156"": 1, ""1182"": 1, ""3102"": 1}"
678	BEARD	barba	"{""1554"": 12, ""1040"": 12, ""1165"": 2, ""1560"": 2, ""837"": 1, ""1596"": 1, ""1217"": 1, ""2106"": 1}"	"{""1554"": 22, ""1040"": 18, ""1560"": 9, ""1165"": 5, ""837"": 4, ""4015"": 2, ""2106"": 2, ""231"": 1, ""674"": 1, ""1596"": 1, ""1495"": 1, ""202"": 1, ""244"": 1, ""1203"": 1, ""1510"": 1, ""809"": 1, ""1217"": 1, ""395"": 1, ""1230"": 1, ""1229"": 1}"
1942	NEAR	cerca	"{""1406"": 24, ""1252"": 2, ""2940"": 2, ""1690"": 2, ""136"": 1, ""2978"": 1, ""194"": 1, ""586"": 1, ""3830"": 1, ""1332"": 1}"	"{""1406"": 29, ""2978"": 6, ""1690"": 6, ""136"": 4, ""1645"": 3, ""1325"": 2, ""1252"": 2, ""3830"": 2, ""2940"": 2, ""1332"": 2, ""3399"": 1, ""1443"": 1, ""212"": 1, ""1931"": 1, ""589"": 1, ""192"": 1, ""194"": 1, ""621"": 1, ""586"": 1, ""3282"": 1, ""1300"": 1, ""933"": 1, ""2481"": 1, ""1766"": 1}"
1681	WAIST	cintura	"{""772"": 9, ""1745"": 4, ""1480"": 4, ""1202"": 2, ""962"": 2, ""809"": 2, ""1251"": 2, ""2114"": 1, ""1517"": 1, ""2252"": 1, ""491"": 1, ""1467"": 1, ""1783"": 1, ""1574"": 1, ""1838"": 1, ""683"": 1}"	"{""772"": 1, ""1480"": 8, ""1517"": 6, ""1745"": 5, ""962"": 5, ""2252"": 4, ""491"": 2, ""1202"": 2, ""816"": 2, ""1838"": 2, ""809"": 2, ""1251"": 2, ""683"": 2, ""2114"": 1, ""1622"": 1, ""1646"": 1, ""1467"": 1, ""1783"": 1, ""1574"": 1, ""1318"": 1, ""582"": 1, ""1895"": 1, ""1856"": 1, ""1342"": 1, ""474"": 1, ""1381"": 1}"
781	FEAR (FRIGHT)	miedo	"{""2297"": 3, ""163"": 2, ""3033"": 1, ""837"": 1, ""1548"": 1, ""1287"": 1, ""1198"": 1, ""1810"": 1, ""1491"": 1, ""1657"": 1, ""1676"": 1, ""1388"": 1, ""1419"": 1}"	"{""2297"": 7, ""163"": 3, ""1233"": 3, ""1783"": 2, ""706"": 2, ""1810"": 2, ""52"": 2, ""3033"": 1, ""837"": 1, ""420"": 1, ""1519"": 1, ""2573"": 1, ""1175"": 1, ""1548"": 1, ""1287"": 1, ""715"": 1, ""630"": 1, ""1198"": 1, ""1231"": 1, ""216"": 1, ""972"": 1, ""1491"": 1, ""1657"": 1, ""156"": 1, ""1121"": 1, ""1676"": 1, ""1388"": 1, ""1999"": 1, ""1419"": 1, ""1493"": 1}"
1247	EAR	oreja	"{""1608"": 8, ""1408"": 7, ""1480"": 3, ""1256"": 2, ""1221"": 2, ""1096"": 1, ""1560"": 1, ""630"": 1, ""1481"": 1, ""763"": 1, ""1508"": 1, ""1229"": 1}"	"{""1608"": 18, ""1408"": 10, ""1256"": 6, ""1560"": 6, ""1931"": 6, ""1480"": 5, ""1221"": 5, ""642"": 3, ""2879"": 3, ""674"": 2, ""1096"": 2, ""619"": 1, ""1173"": 1, ""1290"": 1, ""630"": 1, ""1481"": 1, ""1331"": 1, ""1040"": 1, ""2271"": 1, ""763"": 1, ""1508"": 1, ""712"": 1, ""1079"": 1, ""1229"": 1, ""1363"": 1}"
1069	GLUE	pegar	"{""353"": 17, ""1220"": 1, ""1840"": 1, ""1783"": 1, ""82"": 1, ""1743"": 1, ""1277"": 1, ""718"": 1, ""648"": 1, ""1135"": 1, ""1473"": 1, ""2243"": 1}"	"{""353"": 19, ""1783"": 6, ""1220"": 4, ""1743"": 4, ""648"": 3, ""1277"": 2, ""855"": 1, ""3649"": 1, ""1840"": 1, ""1432"": 1, ""82"": 1, ""785"": 1, ""956"": 1, ""1216"": 1, ""781"": 1, ""718"": 1, ""1135"": 1, ""1069"": 1, ""1810"": 1, ""1473"": 1, ""2243"": 1, ""680"": 1, ""1182"": 1, ""364"": 1}"
718	PAY	paga	"{""1559"": 17, ""1122"": 6, ""1914"": 3, ""759"": 3, ""256"": 1}"	"{""1559"": 28, ""1914"": 12, ""1122"": 12, ""759"": 9, ""256"": 2, ""643"": 2, ""984"": 2, ""1252"": 1, ""1869"": 1, ""1447"": 1, ""1283"": 1, ""1867"": 1, ""1198"": 1, ""962"": 1, ""718"": 1, ""1425"": 1}"
1034	DEFENDANT	acusado	"{""1682"": 11, ""1067"": 6, ""1281"": 3, ""1160"": 3, ""1292"": 3, ""861"": 2, ""683"": 1, ""1072"": 1, ""953"": 1}"	"{""1682"": 20, ""1067"": 11, ""861"": 9, ""1281"": 6, ""90"": 5, ""1160"": 4, ""1292"": 4, ""1068"": 2, ""134"": 1, ""1303"": 1, ""2504"": 1, ""1554"": 1, ""1818"": 1, ""1062"": 1, ""683"": 1, ""1072"": 1, ""3099"": 1, ""3958"": 1, ""1144"": 1, ""953"": 1}"
16	SLED	trineo	"{""784"": 18, ""2620"": 1, ""1559"": 1, ""1287"": 1, ""593"": 1, ""1537"": 1, ""156"": 1, ""16"": 1, ""960"": 1}"	"{""784"": 43, ""1287"": 6, ""1335"": 2, ""2620"": 2, ""1471"": 2, ""2467"": 2, ""667"": 1, ""2060"": 1, ""1324"": 1, ""1559"": 1, ""630"": 1, ""593"": 1, ""2009"": 1, ""1537"": 1, ""156"": 1, ""16"": 1, ""2549"": 1, ""1936"": 1, ""960"": 1, ""1441"": 1}"
1913	PRESS	presionar	"{""1414"": 31, ""757"": 5, ""1324"": 1, ""1452"": 1, ""202"": 1, ""789"": 1, ""1200"": 1, ""1892"": 1}"	"{""1414"": 37, ""757"": 7, ""1452"": 5, ""1892"": 4, ""202"": 3, ""1324"": 1, ""1783"": 1, ""789"": 1, ""1200"": 1, ""683"": 1, ""156"": 1, ""680"": 1, ""1909"": 1, ""3199"": 1}"
865	FAME	fama	"{""1559"": 8, ""2060"": 2, ""216"": 1, ""972"": 1, ""984"": 1}"	"{""1559"": 9, ""972"": 3, ""2060"": 2, ""1430"": 2, ""216"": 2, ""712"": 2, ""2996"": 2, ""1788"": 1, ""1585"": 1, ""789"": 1, ""1609"": 1, ""1285"": 1, ""642"": 1, ""759"": 1, ""728"": 1, ""984"": 1}"
1843	THOUSAND	mil	"{""1356"": 12, ""1198"": 4, ""1789"": 1, ""1294"": 1, ""1559"": 1, ""1498"": 1, ""1941"": 1, ""759"": 1, ""892"": 1, ""1493"": 1}"	"{""1356"": 18, ""1198"": 6, ""1559"": 5, ""1493"": 4, ""1294"": 3, ""759"": 3, ""1515"": 2, ""1498"": 2, ""1867"": 2, ""1242"": 2, ""1226"": 1, ""1789"": 1, ""1420"": 1, ""2060"": 1, ""1430"": 1, ""789"": 1, ""1941"": 1, ""962"": 1, ""662"": 1, ""1754"": 1, ""1631"": 1, ""1395"": 1, ""892"": 1, ""492"": 1, ""1342"": 1}"
49	REFUSE	negarse	"{""1240"": 21, ""1046"": 1, ""1458"": 1, ""2215"": 1, ""82"": 1, ""2485"": 1, ""601"": 1, ""49"": 1, ""1423"": 1, ""83"": 1}"	"{""1240"": 27, ""82"": 4, ""2215"": 2, ""49"": 2, ""1046"": 1, ""685"": 1, ""1458"": 1, ""1986"": 1, ""602"": 1, ""2485"": 1, ""1548"": 1, ""41"": 1, ""3974"": 1, ""10"": 1, ""601"": 1, ""1423"": 1, ""1810"": 1, ""1157"": 1, ""83"": 1, ""210"": 1}"
21	TASTE (SOMETHING)	catar	"{""1524"": 14, ""1300"": 2, ""1749"": 2, ""1484"": 1, ""1401"": 1, ""1336"": 1, ""256"": 1}"	"{""1524"": 23, ""1749"": 4, ""1401"": 2, ""1336"": 2, ""256"": 2, ""1300"": 2, ""1484"": 1, ""1321"": 1, ""1639"": 1, ""3873"": 1, ""3429"": 1, ""1231"": 1, ""1586"": 1, ""1569"": 1, ""1079"": 1}"
231	SHAVE	afeitar	"{""678"": 11, ""1554"": 4, ""1432"": 2, ""144"": 2, ""905"": 1, ""2235"": 1, ""704"": 1, ""1217"": 1, ""275"": 1, ""1040"": 1, ""1856"": 1}"	"{""678"": 21, ""1560"": 6, ""1554"": 6, ""1040"": 5, ""1432"": 4, ""1165"": 3, ""1768"": 3, ""1171"": 2, ""144"": 2, ""1856"": 2, ""905"": 1, ""151"": 1, ""253"": 1, ""2106"": 1, ""788"": 1, ""2235"": 1, ""704"": 1, ""1234"": 1, ""1510"": 1, ""1217"": 1, ""275"": 1, ""922"": 1, ""946"": 1, ""984"": 1, ""1342"": 1}"
2411	HURT (SOMEBODY)	herir	"{""1783"": 4, ""946"": 4, ""951"": 1, ""497"": 1, ""1352"": 1, ""353"": 1, ""1109"": 1, ""1620"": 1, ""1069"": 1, ""1355"": 1}"	"{""1783"": 16, ""946"": 12, ""1109"": 4, ""499"": 3, ""353"": 3, ""1839"": 3, ""1352"": 2, ""1069"": 2, ""1355"": 2, ""680"": 2, ""951"": 1, ""497"": 1, ""1223"": 1, ""2573"": 1, ""2493"": 1, ""1620"": 1, ""1651"": 1, ""643"": 1, ""1599"": 1, ""1079"": 1, ""1487"": 1}"
694	GET	obtener	"{""733"": 12, ""773"": 12, ""1447"": 3, ""855"": 2, ""759"": 2, ""1468"": 1, ""738"": 1, ""1481"": 1, ""1198"": 1, ""643"": 1, ""1635"": 1, ""3654"": 1, ""1749"": 1, ""984"": 1}"	"{""773"": 17, ""733"": 15, ""1447"": 4, ""855"": 2, ""1468"": 2, ""738"": 2, ""1387"": 2, ""1635"": 2, ""759"": 2, ""984"": 2, ""948"": 1, ""700"": 1, ""1252"": 1, ""1869"": 1, ""1559"": 1, ""1277"": 1, ""1481"": 1, ""1198"": 1, ""643"": 1, ""923"": 1, ""3654"": 1, ""720"": 1, ""1749"": 1}"
1533	BE HUNGRY	hambriento	"{""256"": 20, ""1864"": 7, ""847"": 2, ""1336"": 1, ""522"": 1, ""643"": 1, ""1304"": 1, ""1674"": 1, ""1676"": 1, ""1638"": 1}"	"{""256"": 24, ""1864"": 7, ""1674"": 3, ""847"": 3, ""1336"": 2, ""819"": 2, ""635"": 2, ""643"": 2, ""1362"": 1, ""1757"": 1, ""390"": 1, ""1100"": 1, ""1601"": 1, ""3687"": 1, ""1783"": 1, ""522"": 1, ""910"": 1, ""1304"": 1, ""1368"": 1, ""1251"": 1, ""593"": 1, ""930"": 1, ""1676"": 1, ""1302"": 1, ""699"": 1, ""1624"": 1, ""1638"": 1}"
1367	CROSS	cruz	"{""661"": 12, ""911"": 10, ""3917"": 2, ""1472"": 2, ""390"": 1, ""850"": 1, ""1992"": 1, ""1595"": 1}"	"{""661"": 23, ""911"": 17, ""390"": 2, ""3917"": 2, ""1472"": 2, ""1803"": 2, ""27"": 1, ""3709"": 1, ""1560"": 1, ""3284"": 1, ""1961"": 1, ""850"": 1, ""124"": 1, ""1430"": 1, ""1202"": 1, ""1992"": 1, ""1233"": 1, ""1405"": 1, ""156"": 1, ""946"": 1, ""1595"": 1, ""1747"": 1}"
89	NATIVE COUNTRY	patria	"{""1300"": 14, ""2623"": 6, ""930"": 3, ""1252"": 1, ""1202"": 1, ""1216"": 1, ""910"": 1}"	"{""1300"": 22, ""2623"": 13, ""930"": 4, ""3628"": 3, ""1252"": 1, ""1223"": 1, ""2955"": 1, ""789"": 1, ""1202"": 1, ""2106"": 1, ""1216"": 1, ""2625"": 1, ""1941"": 1, ""910"": 1, ""643"": 1, ""3958"": 1, ""1343"": 1, ""1228"": 1, ""210"": 1}"
1676	ALWAYS	siempre	"{""210"": 3, ""892"": 2, ""98"": 2, ""1376"": 1, ""136"": 1, ""2941"": 1, ""1283"": 1, ""1422"": 1}"	"{""892"": 4, ""98"": 3, ""210"": 3, ""509"": 2, ""1376"": 1, ""1325"": 1, ""136"": 1, ""212"": 1, ""1942"": 1, ""1238"": 1, ""1447"": 1, ""1585"": 1, ""2941"": 1, ""100"": 1, ""1283"": 1, ""1406"": 1, ""790"": 1, ""1839"": 1, ""1992"": 1, ""1198"": 1, ""1355"": 1, ""2990"": 1, ""1343"": 1, ""1425"": 1, ""1422"": 1, ""1209"": 1}"
1251	BELLY	barriga	"{""1251"": 1, ""2114"": 2, ""256"": 2, ""819"": 1, ""1287"": 1, ""323"": 1, ""1038"": 1}"	"{""1251"": 4, ""2114"": 9, ""819"": 6, ""1838"": 5, ""1639"": 3, ""256"": 3, ""323"": 3, ""2548"": 1, ""731"": 1, ""1463"": 1, ""1745"": 1, ""1337"": 1, ""1336"": 1, ""1783"": 1, ""1986"": 1, ""1287"": 1, ""1038"": 1, ""1209"": 1}"
166	MAINLAND	continente	"{""1228"": 16, ""1300"": 4, ""965"": 3, ""1202"": 2, ""2625"": 1, ""273"": 1, ""1198"": 1}"	"{""1228"": 29, ""965"": 7, ""1300"": 7, ""1202"": 3, ""645"": 3, ""2625"": 2, ""273"": 2, ""948"": 1, ""493"": 1, ""1783"": 1, ""194"": 1, ""781"": 1, ""1198"": 1, ""899"": 1, ""1595"": 1}"
1472	KEY	llave	"{""1567"": 21, ""1156"": 4, ""1596"": 3, ""1252"": 3, ""1667"": 1, ""1627"": 1, ""1012"": 1, ""1367"": 1, ""2244"": 1}"	"{""1567"": 38, ""1596"": 12, ""1156"": 11, ""1252"": 7, ""1361"": 4, ""1012"": 3, ""749"": 3, ""1237"": 2, ""1667"": 1, ""1627"": 1, ""1046"": 1, ""1646"": 1, ""1367"": 1, ""1380"": 1, ""1442"": 1, ""2244"": 1, ""161"": 1, ""2940"": 1, ""1107"": 1, ""1121"": 1, ""1375"": 1}"
