CONCEPTICON_ID	CONCEPTICON_GLOSS	SPANISH	R1	R123
138	BATHE	bañar	"{""948"": 9, ""2235"": 8, ""704"": 7, ""1453"": 6, ""3128"": 1, ""1289"": 2, ""788"": 2, ""3460"": 2, ""2324"": 1, ""1920"": 1, ""1230"": 1}"	"{""948"": 18, ""704"": 16, ""2235"": 15, ""1453"": 11, ""788"": 9, ""3128"": 1, ""1289"": 4, ""3460"": 2, ""1920"": 2, ""619"": 1, ""391"": 1, ""1821"": 1, ""761"": 1, ""168"": 1, ""2904"": 1, ""323"": 1, ""319"": 1, ""2324"": 1, ""1030"": 1, ""3118"": 1, ""25"": 1, ""1230"": 1, ""1021"": 1}"
1152	BEGET	engendrar	"{""1087"": 4, ""210"": 4, ""1620"": 3, ""1251"": 3, ""813"": 2, ""773"": 2, ""1289"": 1, ""1495"": 1, ""1304"": 1, ""714"": 1}"	"{""210"": 7, ""1289"": 6, ""1087"": 6, ""1620"": 6, ""813"": 3, ""1216"": 3, ""1251"": 3, ""194"": 2, ""616"": 2, ""1304"": 2, ""714"": 2, ""773"": 2, ""738"": 1, ""253"": 1, ""1495"": 1, ""3287"": 1, ""1095"": 1, ""962"": 1, ""1090"": 1, ""748"": 1}"
937	BIRD	pájaro	"{""937"": 27, ""1441"": 8, ""619"": 5, ""27"": 1, ""1338"": 1, ""1201"": 1}"	"{""937"": 30, ""1441"": 16, ""619"": 8, ""27"": 4, ""711"": 3, ""1732"": 3, ""539"": 3, ""73"": 2, ""1343"": 2, ""906"": 1, ""837"": 1, ""1613"": 1, ""1219"": 1, ""307"": 1, ""1427"": 1, ""270"": 1, ""3780"": 1, ""642"": 1, ""1853"": 1, ""1338"": 1, ""1201"": 1, ""1025"": 1, ""960"": 1}"
399	PLANTAIN	plátano	"{""1507"": 3, ""1424"": 2, ""926"": 1, ""1035"": 1, ""1091"": 1}"	"{""1507"": 13, ""1424"": 8, ""1350"": 5, ""712"": 4, ""906"": 2, ""256"": 2, ""1342"": 2, ""926"": 1, ""1035"": 1, ""1252"": 1, ""1698"": 1, ""1548"": 1, ""1320"": 1, ""653"": 1, ""1091"": 1}"
1562	MIND	mente	"{""1583"": 24, ""1480"": 7, ""2271"": 3, ""3709"": 1, ""2527"": 1, ""1285"": 1, ""2530"": 1, ""965"": 1, ""3469"": 1, ""1338"": 1}"	"{""1583"": 37, ""2271"": 11, ""1480"": 7, ""1609"": 4, ""2530"": 3, ""1410"": 3, ""811"": 2, ""3709"": 2, ""1929"": 2, ""711"": 1, ""951"": 1, ""2252"": 1, ""2527"": 1, ""1223"": 1, ""1783"": 1, ""1092"": 1, ""1285"": 1, ""965"": 1, ""3469"": 1, ""3375"": 1, ""1338"": 1, ""972"": 1, ""210"": 1}"
156	RED	rojo	"{""1613"": 23, ""946"": 10, ""837"": 4, ""156"": 4, ""163"": 2, ""1810"": 2, ""1008"": 2, ""2524"": 1, ""1223"": 1, ""850"": 1, ""221"": 1, ""478"": 1, ""1425"": 1}"	"{""1613"": 27, ""946"": 19, ""156"": 6, ""221"": 6, ""837"": 5, ""1424"": 4, ""1425"": 4, ""1223"": 3, ""785"": 3, ""478"": 3, ""1810"": 3, ""210"": 3, ""163"": 2, ""3882"": 2, ""1008"": 2, ""2524"": 1, ""2623"": 1, ""1335"": 1, ""850"": 1, ""621"": 1, ""1390"": 1, ""1320"": 1, ""1474"": 1, ""2627"": 1, ""1040"": 1, ""3122"": 1, ""647"": 1, ""1343"": 1}"
2348	CRAB	cangrejo	"{""1474"": 14, ""619"": 10, ""3460"": 8, ""156"": 4, ""948"": 1, ""671"": 1, ""950"": 1, ""1292"": 1, ""1813"": 1, ""1547"": 1}"	"{""1474"": 24, ""3460"": 15, ""619"": 13, ""156"": 10, ""671"": 7, ""361"": 6, ""948"": 4, ""1292"": 3, ""256"": 2, ""113"": 2, ""1343"": 2, ""740"": 1, ""634"": 1, ""1171"": 1, ""950"": 1, ""1202"": 1, ""2397"": 1, ""781"": 1, ""2627"": 1, ""645"": 1, ""857"": 1, ""666"": 1, ""1813"": 1, ""1547"": 1}"
737	LIGHT (IGNITE)	encender	"{""221"": 13, ""630"": 3, ""127"": 1, ""969"": 1, ""1365"": 1, ""889"": 1, ""1273"": 1}"	"{""221"": 27, ""630"": 9, ""1273"": 4, ""127"": 3, ""1365"": 3, ""889"": 3, ""1455"": 2, ""969"": 1, ""10"": 2, ""141"": 2, ""1428"": 1, ""59"": 1, ""3447"": 1, ""859"": 1, ""202"": 1, ""1143"": 1, ""923"": 1, ""1788"": 1}"
1507	FRUIT	fruta	"{""1320"": 11, ""717"": 5, ""1507"": 3, ""712"": 3, ""906"": 1, ""1126"": 1, ""1336"": 1, ""256"": 1, ""1499"": 1, ""2627"": 1, ""922"": 1}"	"{""1320"": 19, ""717"": 8, ""2627"": 6, ""712"": 6, ""1507"": 4, ""3247"": 3, ""156"": 3, ""1613"": 2, ""1336"": 2, ""256"": 2, ""922"": 2, ""1342"": 2, ""948"": 1, ""906"": 1, ""1126"": 1, ""1202"": 1, ""1499"": 1, ""3091"": 1, ""986"": 1, ""210"": 1}"
1393	HORN (ANATOMY)	cuerno	"{""1008"": 14, ""619"": 12, ""1007"": 9, ""2591"": 3, ""13"": 2, ""1256"": 1, ""1502"": 1, ""913"": 1, ""323"": 1, ""781"": 1, ""2992"": 1, ""699"": 1}"	"{""1008"": 27, ""619"": 15, ""1007"": 12, ""1936"": 2, ""13"": 4, ""1394"": 4, ""2591"": 4, ""1256"": 2, ""913"": 2, ""2879"": 2, ""1335"": 1, ""1169"": 1, ""1502"": 1, ""212"": 1, ""1973"": 1, ""1884"": 1, ""1290"": 1, ""1202"": 1, ""323"": 1, ""781"": 1, ""163"": 1, ""1369"": 1, ""2992"": 1, ""699"": 1, ""775"": 1, ""1638"": 1}"
322	FIG	higo	"{""1507"": 7, ""717"": 12, ""906"": 4, ""256"": 3, ""653"": 2, ""1496"": 1, ""1383"": 1, ""1620"": 1, ""506"": 1, ""712"": 1, ""1077"": 1, ""1425"": 1}"	"{""717"": 34, ""1507"": 9, ""906"": 16, ""712"": 6, ""1425"": 5, ""653"": 4, ""256"": 3, ""1496"": 2, ""1923"": 2, ""1383"": 1, ""1548"": 1, ""322"": 1, ""1620"": 1, ""162"": 1, ""641"": 1, ""506"": 1, ""1646"": 1, ""3703"": 1, ""1210"": 1, ""1537"": 1, ""1709"": 1, ""1077"": 1, ""1342"": 1}"
1392	LOUSE	piojo	"{""267"": 20, ""1256"": 6, ""620"": 6, ""232"": 3, ""1040"": 2, ""619"": 1, ""2648"": 1, ""1625"": 1, ""1323"": 1, ""985"": 1}"	"{""267"": 27, ""1256"": 12, ""620"": 7, ""1040"": 6, ""232"": 4, ""1230"": 4, ""2648"": 3, ""1475"": 3, ""619"": 2, ""1248"": 2, ""1246"": 1, ""985"": 2, ""576"": 1, ""673"": 1, ""1548"": 1, ""1527"": 1, ""1625"": 1, ""642"": 1, ""1304"": 1, ""571"": 1, ""1323"": 1, ""946"": 1, ""1422"": 1}"
2860	BOLT (MOVE IN HASTE)	apurarse	"{""1631"": 21, ""1519"": 13, ""892"": 4}"	"{""1631"": 2, ""1519"": 24, ""892"": 7, ""477"": 3, ""630"": 2, ""701"": 1, ""813"": 1, ""956"": 1, ""1387"": 1, ""1323"": 1, ""1107"": 1, ""1766"": 1, ""474"": 1}"
765	MOVE	movimiento	"{""1519"": 5, ""1443"": 2, ""1480"": 2, ""1631"": 2, ""1879"": 1, ""747"": 1, ""1673"": 1, ""3472"": 1, ""2003"": 1, ""630"": 1, ""601"": 1, ""765"": 1, ""1845"": 1, ""1676"": 1}"	"{""1519"": 6, ""1631"": 1, ""1879"": 3, ""747"": 3, ""1443"": 1, ""3472"": 3, ""1845"": 3, ""1480"": 2, ""2003"": 2, ""630"": 1, ""1474"": 2, ""1829"": 2, ""960"": 2, ""27"": 1, ""1673"": 1, ""1362"": 1, ""479"": 1, ""1442"": 1, ""2941"": 1, ""1609"": 1, ""1413"": 1, ""601"": 1, ""765"": 1, ""642"": 1, ""1297"": 1, ""653"": 1, ""1085"": 1, ""1676"": 1, ""900"": 1}"
1348	BOAR (MALE PIG)	jabalí	"{""619"": 10, ""1337"": 4, ""1336"": 1, ""977"": 1, ""1864"": 1, ""712"": 1, ""2591"": 1, ""108"": 1}"	"{""619"": 19, ""1337"": 10, ""1435"": 2, ""1393"": 2, ""420"": 2, ""1256"": 1, ""634"": 1, ""1053"": 1, ""1336"": 1, ""977"": 1, ""202"": 1, ""1864"": 1, ""1417"": 1, ""712"": 1, ""2591"": 1, ""377"": 1, ""108"": 1}"
2845	SIZE (OF OBJECT)	tamaño	"{""1202"": 34, ""1222"": 6, ""1246"": 1, ""1243"": 1, ""906"": 1, ""3208"": 1, ""2845"": 1}"	"{""1202"": 40, ""1246"": 12, ""1222"": 8, ""1252"": 6, ""1290"": 2, ""711"": 1, ""1243"": 1, ""843"": 1, ""906"": 1, ""4011"": 1, ""3429"": 1, ""3396"": 1, ""849"": 1, ""1203"": 1, ""1277"": 1, ""3208"": 1, ""639"": 1, ""2009"": 1, ""683"": 1, ""2845"": 1, ""1209"": 1}"
2006	FILL	llenar	"{""604"": 7, ""948"": 3, ""998"": 2, ""1321"": 1, ""1336"": 1, ""256"": 1, ""1223"": 1, ""761"": 1, ""1429"": 1}"	"{""604"": 10, ""948"": 9, ""1321"": 3, ""1336"": 2, ""1223"": 2, ""1429"": 2, ""998"": 1, ""1624"": 2, ""27"": 1, ""671"": 1, ""1663"": 1, ""700"": 1, ""256"": 1, ""761"": 1, ""819"": 1, ""3083"": 1, ""790"": 1, ""1198"": 1, ""680"": 1, ""1487"": 1, ""1766"": 1, ""98"": 1}"
1274	SALT	sal	"{""862"": 6, ""256"": 6, ""1385"": 6, ""1091"": 4, ""1274"": 3, ""1484"": 2, ""1335"": 2, ""1775"": 2, ""1188"": 1, ""634"": 1, ""3091"": 1, ""1474"": 1, ""645"": 1, ""1107"": 1, ""848"": 1, ""210"": 1}"	"{""256"": 15, ""1474"": 12, ""862"": 10, ""1385"": 10, ""1091"": 7, ""1335"": 4, ""1484"": 3, ""1775"": 3, ""645"": 3, ""712"": 3, ""1274"": 3, ""634"": 2, ""3091"": 2, ""2368"": 1, ""671"": 1, ""1188"": 1, ""1365"": 1, ""1525"": 1, ""1456"": 1, ""605"": 1, ""2060"": 1, ""639"": 1, ""3181"": 1, ""544"": 1, ""2"": 1, ""1107"": 1, ""848"": 1, ""1343"": 1, ""1228"": 1, ""210"": 1, ""985"": 1}"
1111	CAR	coche	"{""2549"": 4, ""1289"": 3, ""1474"": 2, ""710"": 2, ""1804"": 1, ""1304"": 1, ""1231"": 1, ""1810"": 1, ""156"": 1, ""3665"": 1, ""1229"": 1}"	"{""1289"": 11, ""2549"": 11, ""2620"": 4, ""156"": 3, ""1804"": 2, ""1474"": 2, ""1304"": 2, ""1233"": 2, ""710"": 2, ""900"": 2, ""3665"": 2, ""1597"": 1, ""662"": 1, ""1035"": 1, ""1362"": 1, ""2252"": 1, ""4011"": 1, ""2547"": 1, ""741"": 1, ""1214"": 1, ""1695"": 1, ""638"": 1, ""765"": 1, ""1231"": 1, ""1810"": 1, ""2009"": 1, ""1631"": 1, ""984"": 1, ""1229"": 1}"
1585	SLEEP	dormir	"{""168"": 21, ""1920"": 7, ""1663"": 6, ""2374"": 4, ""1044"": 2, ""1079"": 2, ""635"": 1, ""1198"": 1}"	"{""168"": 31, ""1920"": 16, ""1663"": 14, ""2374"": 13, ""1044"": 4, ""1233"": 4, ""215"": 2, ""1757"": 2, ""1030"": 2, ""2271"": 2, ""1079"": 2, ""1422"": 2, ""1602"": 1, ""2941"": 1, ""635"": 1, ""658"": 1, ""1329"": 1, ""1198"": 1, ""910"": 1, ""755"": 1, ""1338"": 1, ""1242"": 1, ""1983"": 1, ""3099"": 1}"
1693	THURSDAY	jueves	"{""1692"": 24, ""1225"": 15, ""1469"": 5, ""1694"": 4, ""1697"": 3, ""1495"": 2, ""1695"": 2, ""1763"": 1, ""1329"": 1, ""2297"": 1}"	"{""1225"": 36, ""1692"": 34, ""1469"": 25, ""1694"": 9, ""1700"": 7, ""1233"": 4, ""1699"": 3, ""1697"": 3, ""1695"": 3, ""1967"": 2, ""1495"": 2, ""816"": 2, ""892"": 2, ""984"": 2, ""1174"": 1, ""2110"": 1, ""1639"": 1, ""1763"": 1, ""1500"": 1, ""13"": 1, ""658"": 1, ""1329"": 1, ""1370"": 1, ""2297"": 1}"
609	HAIL	granizo	"{""658"": 18, ""617"": 11, ""857"": 9, ""1287"": 8, ""948"": 2, ""784"": 2, ""858"": 2, ""1335"": 1, ""1732"": 1}"	"{""658"": 27, ""617"": 22, ""1287"": 15, ""857"": 12, ""858"": 11, ""784"": 5, ""948"": 3, ""1732"": 3, ""1884"": 3, ""1471"": 3, ""952"": 2, ""2108"": 2, ""1810"": 2, ""1335"": 1, ""1507"": 1, ""785"": 1, ""1016"": 1, ""1726"": 1, ""1489"": 1}"
3204	INSULT	insultar	"{""8"": 3, ""3302"": 2, ""1826"": 1, ""82"": 1}"	"{""8"": 5, ""82"": 4, ""3302"": 3, ""715"": 3, ""1826"": 2, ""1783"": 1, ""1548"": 1, ""1623"": 1, ""2411"": 1, ""1607"": 1, ""1423"": 1, ""2271"": 1, ""1246"": 1}"
1510	CHIN	mentón	"{""922"": 29, ""1560"": 19, ""1510"": 3, ""678"": 1, ""1480"": 1, ""123"": 1, ""1202"": 1, ""798"": 1, ""806"": 1, ""1730"": 1, ""1856"": 1}"	"{""922"": 36, ""1560"": 29, ""1510"": 10, ""678"": 5, ""1202"": 3, ""798"": 3, ""850"": 2, ""1480"": 2, ""785"": 2, ""1394"": 2, ""2440"": 2, ""1326"": 1, ""2294"": 1, ""674"": 1, ""757"": 1, ""1380"": 1, ""123"": 1, ""806"": 1, ""1730"": 1, ""2124"": 1, ""1040"": 1, ""1569"": 1, ""1404"": 1, ""1856"": 1, ""1425"": 1}"
1021	TOWEL	toalla	"{""1786"": 1, ""3128"": 3, ""3460"": 2, ""1398"": 2, ""1616"": 2, ""948"": 1, ""1850"": 1, ""1335"": 1, ""788"": 1, ""1856"": 1, ""1455"": 1, ""1690"": 1}"	"{""1786"": 1, ""1616"": 2, ""3128"": 7, ""1850"": 6, ""3460"": 6, ""1335"": 5, ""948"": 4, ""1726"": 2, ""1856"": 3, ""704"": 2, ""1398"": 2, ""603"": 1, ""1560"": 1, ""1480"": 1, ""1202"": 1, ""1950"": 1, ""788"": 1, ""1696"": 1, ""1895"": 1, ""1455"": 1, ""1690"": 1, ""1342"": 1}"
1120	HONEST	honesto	"{""1035"": 7, ""1638"": 4, ""1725"": 2, ""100"": 2, ""1554"": 2, ""1657"": 2, ""1559"": 1, ""717"": 1, ""704"": 1}"	"{""1035"": 14, ""1638"": 8, ""1657"": 2, ""100"": 4, ""1725"": 3, ""1554"": 3, ""482"": 2, ""1325"": 1, ""258"": 1, ""1019"": 1, ""1559"": 1, ""717"": 1, ""2941"": 1, ""704"": 1, ""1338"": 1, ""1410"": 1}"
3375	PATIENT (SICK PERSON)	paciente	"{""616"": 4, ""597"": 4, ""2020"": 1, ""1783"": 1, ""1986"": 1, ""1092"": 1, ""1590"": 1, ""1338"": 1, ""683"": 1}"	"{""616"": 14, ""1986"": 8, ""597"": 8, ""1663"": 2, ""1590"": 2, ""683"": 2, ""928"": 1, ""1325"": 1, ""1335"": 1, ""2020"": 1, ""1783"": 1, ""1104"": 1, ""1092"": 1, ""1216"": 1, ""910"": 1, ""3375"": 1, ""1338"": 1, ""1649"": 1, ""892"": 1}"
890	MULE	mula	"{""1862"": 17, ""619"": 16, ""615"": 2, ""1292"": 1, ""639"": 1, ""1077"": 1, ""699"": 1}"	"{""1862"": 27, ""619"": 26, ""615"": 4, ""1075"": 4, ""202"": 3, ""212"": 2, ""1256"": 1, ""1367"": 1, ""785"": 1, ""1594"": 1, ""1292"": 1, ""639"": 1, ""1049"": 1, ""218"": 1, ""1368"": 1, ""1040"": 1, ""683"": 1, ""984"": 1, ""1077"": 1, ""699"": 1, ""938"": 1}"
1616	CLOTH	paño	"{""1616"": 14, ""1287"": 2, ""2235"": 2, ""1226"": 1, ""1289"": 1, ""686"": 1, ""1726"": 1, ""1651"": 1, ""3994"": 1, ""1230"": 1, ""1375"": 1}"	"{""1616"": 21, ""2235"": 8, ""1287"": 2, ""1726"": 1, ""3947"": 2, ""25"": 2, ""1375"": 2, ""603"": 1, ""1850"": 1, ""1424"": 1, ""1226"": 1, ""1289"": 1, ""1286"": 1, ""989"": 1, ""1365"": 1, ""1608"": 1, ""686"": 1, ""1534"": 1, ""733"": 1, ""2467"": 1, ""1651"": 1, ""964"": 1, ""704"": 1, ""3659"": 1, ""3994"": 1, ""480"": 1, ""1230"": 1}"
1559	MONEY	dinero	"{""759"": 25, ""972"": 3, ""1869"": 2, ""643"": 2, ""984"": 2, ""1252"": 1, ""2941"": 1, ""1992"": 1, ""781"": 1, ""1867"": 1, ""1198"": 1, ""1030"": 1, ""2996"": 1, ""1425"": 1}"	"{""759"": 27, ""1867"": 8, ""643"": 6, ""972"": 6, ""984"": 4, ""2058"": 3, ""2996"": 3, ""1425"": 3, ""1252"": 2, ""1869"": 2, ""733"": 2, ""1198"": 2, ""712"": 2, ""1122"": 2, ""1917"": 1, ""1559"": 1, ""2941"": 1, ""1361"": 1, ""1001"": 1, ""2509"": 1, ""1992"": 1, ""781"": 1, ""1504"": 1, ""1030"": 1, ""648"": 1, ""3957"": 1, ""1230"": 1, ""2619"": 1, ""773"": 1}"
168	REST	descansar	"{""1585"": 31, ""1663"": 6, ""2374"": 3, ""1920"": 2, ""1198"": 1, ""3460"": 1, ""1242"": 1}"	"{""1585"": 39, ""1663"": 11, ""1920"": 5, ""2374"": 3, ""215"": 2, ""1030"": 2, ""1343"": 2, ""1044"": 1, ""258"": 1, ""1252"": 1, ""105"": 1, ""1283"": 1, ""724"": 1, ""1494"": 1, ""1198"": 1, ""3351"": 1, ""3460"": 1, ""1242"": 1, ""1490"": 1, ""2243"": 1, ""1407"": 1, ""1702"": 1, ""984"": 1}"
1313	MOON	luna	"{""1343"": 14, ""1233"": 12, ""1732"": 7, ""1335"": 1, ""630"": 1, ""163"": 1, ""2009"": 1, ""1569"": 1}"	"{""1233"": 25, ""1343"": 20, ""1732"": 11, ""1430"": 3, ""630"": 3, ""2297"": 2, ""2481"": 2, ""1569"": 2, ""2524"": 1, ""1335"": 1, ""3709"": 1, ""258"": 1, ""1585"": 1, ""1208"": 1, ""1202"": 1, ""522"": 1, ""1474"": 1, ""163"": 1, ""2009"": 1, ""232"": 1, ""1228"": 1}"
1972	YOUNG GOAT (KID)	cabrito	"{""1502"": 22, ""619"": 17, ""1331"": 3, ""1289"": 2, ""212"": 1, ""634"": 1, ""201"": 1, ""1899"": 1, ""639"": 1, ""1007"": 1}"	"{""1502"": 27, ""619"": 24, ""1289"": 9, ""212"": 7, ""639"": 5, ""1331"": 4, ""1007"": 3, ""634"": 2, ""256"": 2, ""1393"": 2, ""201"": 2, ""1899"": 2, ""1246"": 2, ""1335"": 1, ""615"": 1, ""717"": 1, ""1153"": 1, ""1427"": 1, ""2530"": 1, ""964"": 1, ""635"": 1, ""1292"": 1, ""1683"": 1, ""1598"": 1, ""979"": 1, ""946"": 1}"
1465	BOX	cajón	"{""1477"": 9, ""1803"": 8, ""1465"": 7, ""1895"": 5, ""1507"": 2, ""1775"": 1, ""910"": 2, ""1625"": 2, ""1257"": 1, ""3106"": 1, ""2011"": 1, ""589"": 1, ""1046"": 1, ""1365"": 1, ""706"": 1, ""908"": 1}"	"{""1477"": 18, ""1803"": 14, ""1895"": 12, ""1465"": 7, ""910"": 6, ""1507"": 5, ""1625"": 4, ""3106"": 3, ""2011"": 2, ""1046"": 2, ""602"": 2, ""1775"": 2, ""706"": 2, ""1121"": 2, ""1257"": 1, ""1252"": 1, ""589"": 1, ""1365"": 1, ""850"": 1, ""628"": 1, ""642"": 1, ""1030"": 1, ""720"": 1, ""908"": 1, ""1773"": 1}"
1863	AMAZING	increíble	"{""1890"": 2, ""194"": 1, ""733"": 1, ""1609"": 1, ""1240"": 1, ""1231"": 1}"	"{""1890"": 2, ""1202"": 2, ""1225"": 1, ""2504"": 1, ""194"": 1, ""733"": 1, ""1427"": 1, ""1609"": 1, ""2530"": 1, ""962"": 1, ""1240"": 1, ""1231"": 1, ""3460"": 1}"
1484	OIL (ORGANIC SUBSTANCE)	aceite	"{""1956"": 5, ""985"": 4, ""948"": 3, ""1100"": 3, ""1365"": 2, ""256"": 2, ""991"": 2, ""3703"": 2, ""1274"": 2, ""1282"": 1, ""144"": 1, ""1856"": 1}"	"{""256"": 10, ""1956"": 8, ""948"": 6, ""985"": 5, ""1100"": 4, ""991"": 4, ""1274"": 4, ""1365"": 2, ""506"": 2, ""3703"": 2, ""712"": 2, ""1856"": 2, ""2368"": 1, ""1424"": 1, ""619"": 1, ""717"": 1, ""1548"": 1, ""1282"": 1, ""144"": 1, ""1385"": 1, ""31"": 1, ""1343"": 1}"
685	DECIDE	decidir	"{""2271"": 7, ""240"": 3, ""1458"": 2, ""584"": 2, ""813"": 2, ""1750"": 1, ""785"": 1, ""202"": 1}"	"{""2271"": 10, ""813"": 4, ""1458"": 3, ""584"": 3, ""240"": 3, ""1750"": 2, ""210"": 2, ""2252"": 1, ""989"": 1, ""256"": 1, ""1119"": 1, ""1884"": 1, ""2941"": 1, ""785"": 1, ""202"": 1, ""1285"": 1, ""2530"": 1, ""1413"": 1, ""1650"": 1, ""1217"": 1, ""98"": 1}"
857	STONE	piedra	"{""648"": 8, ""1884"": 6, ""2252"": 2, ""202"": 2, ""948"": 1, ""1252"": 1, ""1202"": 1, ""2467"": 1, ""56"": 1, ""666"": 1}"	"{""1884"": 11, ""648"": 8, ""2252"": 3, ""785"": 3, ""639"": 3, ""1287"": 2, ""202"": 2, ""1202"": 2, ""1210"": 2, ""666"": 2, ""1228"": 1, ""948"": 1, ""1456"": 1, ""212"": 1, ""1252"": 1, ""1246"": 1, ""609"": 1, ""2467"": 1, ""1095"": 1, ""56"": 1, ""1775"": 1, ""2244"": 1, ""1304"": 1, ""3460"": 1, ""3810"": 1, ""1455"": 1, ""2291"": 1, ""1381"": 1}"
589	CLOSED	cerrado	"{""3235"": 16, ""477"": 3, ""1472"": 2, ""1567"": 2, ""721"": 1, ""1596"": 1, ""589"": 1, ""1046"": 1, ""742"": 1, ""2931"": 1, ""3957"": 1}"	"{""3235"": 24, ""1567"": 9, ""2931"": 6, ""477"": 5, ""1472"": 3, ""721"": 2, ""589"": 2, ""2621"": 2, ""706"": 2, ""3399"": 1, ""837"": 1, ""674"": 1, ""1465"": 1, ""1362"": 1, ""212"": 1, ""1596"": 1, ""1046"": 1, ""1467"": 1, ""1223"": 1, ""834"": 1, ""1699"": 1, ""742"": 1, ""1689"": 1, ""630"": 1, ""1240"": 1, ""1248"": 1, ""3957"": 1, ""487"": 1}"
1620	SON	hijo	"{""1216"": 7, ""1217"": 5, ""1357"": 4, ""1304"": 4, ""1289"": 2, ""194"": 2, ""3635"": 1, ""2524"": 1, ""1427"": 1, ""1554"": 1, ""1810"": 1, ""1246"": 1, ""683"": 1, ""2106"": 1, ""210"": 1, ""1209"": 1}"	"{""1216"": 15, ""1217"": 14, ""1304"": 12, ""194"": 6, ""1357"": 6, ""2106"": 4, ""1289"": 3, ""1246"": 1, ""210"": 3, ""984"": 2, ""3635"": 1, ""2524"": 1, ""1783"": 1, ""1171"": 1, ""2941"": 1, ""1263"": 1, ""1262"": 1, ""1427"": 1, ""1554"": 1, ""1207"": 1, ""630"": 1, ""505"": 1, ""1810"": 1, ""683"": 1, ""946"": 1, ""2374"": 1, ""1209"": 1}"
960	WIND	viento	"{""27"": 12, ""1287"": 6, ""858"": 3, ""785"": 2, ""175"": 2, ""1595"": 2, ""1441"": 2, ""671"": 1, ""1560"": 1, ""952"": 1, ""1471"": 1, ""658"": 1, ""891"": 1, ""1233"": 1, ""1343"": 1, ""1273"": 1}"	"{""27"": 19, ""1287"": 16, ""858"": 9, ""785"": 8, ""1471"": 6, ""1595"": 5, ""1474"": 3, ""175"": 3, ""1441"": 3, ""891"": 2, ""765"": 2, ""3105"": 2, ""1537"": 2, ""1182"": 2, ""603"": 1, ""948"": 1, ""671"": 1, ""212"": 1, ""1560"": 1, ""1732"": 1, ""952"": 1, ""202"": 1, ""658"": 1, ""1233"": 1, ""1598"": 1, ""1338"": 1, ""1810"": 1, ""3460"": 1, ""2"": 1, ""2990"": 1, ""1343"": 1, ""1856"": 1, ""477"": 1, ""1228"": 1, ""1273"": 1, ""1375"": 1}"
2403	TOY	juguete	"{""1304"": 14, ""2467"": 6, ""2524"": 1, ""1465"": 1, ""1413"": 1, ""1803"": 1, ""799"": 1, ""1646"": 1, ""1820"": 1, ""683"": 1, ""771"": 1, ""900"": 1}"	"{""1304"": 20, ""2467"": 15, ""799"": 6, ""1413"": 5, ""2524"": 4, ""1289"": 2, ""1845"": 2, ""2982"": 2, ""504"": 1, ""747"": 1, ""1465"": 1, ""2941"": 1, ""1803"": 1, ""1646"": 1, ""1820"": 1, ""505"": 1, ""1338"": 1, ""1040"": 1, ""2271"": 1, ""683"": 1, ""771"": 1, ""900"": 1, ""210"": 1}"
730	SNAKE	serpiente	"{""730"": 24, ""655"": 8, ""619"": 5, ""781"": 2, ""1425"": 2, ""2030"": 1, ""1535"": 1, ""1287"": 1, ""1810"": 1}"	"{""730"": 2, ""655"": 14, ""619"": 8, ""781"": 5, ""1810"": 3, ""1425"": 3, ""896"": 1, ""906"": 1, ""2030"": 1, ""1170"": 1, ""3687"": 1, ""1783"": 1, ""1535"": 1, ""1287"": 1, ""1205"": 1, ""1292"": 1, ""1631"": 1}"
3709	BRILLIANT	brillante	"{""630"": 9, ""2530"": 6, ""3878"": 5, ""1369"": 4, ""785"": 2, ""1325"": 1, ""1430"": 1, ""753"": 1, ""221"": 1, ""1029"": 1, ""704"": 1, ""1562"": 1, ""2244"": 1, ""1343"": 1}"	"{""630"": 22, ""2530"": 12, ""3878"": 8, ""1430"": 7, ""1343"": 5, ""2244"": 4, ""1369"": 4, ""948"": 2, ""1426"": 2, ""785"": 2, ""1863"": 2, ""1029"": 2, ""704"": 2, ""1562"": 2, ""759"": 2, ""1325"": 1, ""1374"": 1, ""1256"": 1, ""1613"": 1, ""1171"": 1, ""753"": 1, ""1495"": 1, ""221"": 1, ""1609"": 1, ""1233"": 1, ""1231"": 1, ""191"": 1, ""984"": 1, ""1425"": 1, ""210"": 1, ""1209"": 1}"
9	ANNOUNCE	anunciar	"{""1458"": 20, ""9"": 8, ""1420"": 2, ""1084"": 2, ""1612"": 1, ""2941"": 1, ""1387"": 1, ""1315"": 1, ""1107"": 1}"	"{""1458"": 25, ""9"": 10, ""1420"": 6, ""1623"": 4, ""715"": 2, ""1084"": 2, ""1325"": 1, ""1468"": 1, ""1612"": 1, ""952"": 1, ""2573"": 1, ""1672"": 1, ""2941"": 1, ""1387"": 1, ""1039"": 1, ""1599"": 1, ""1315"": 1, ""1107"": 1}"
