CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	R1	R123
648	PAPER	paper	"{""2964"": 8, ""794"": 8, ""356"": 7, ""2578"": 6, ""1432"": 5, ""1335"": 5, ""734"": 4, ""1298"": 4, ""1672"": 4, ""963"": 3, ""668"": 3, ""906"": 3, ""2466"": 3, ""1597"": 2, ""2308"": 2, ""2468"": 1, ""704"": 1, ""2643"": 1, ""2629"": 1, ""984"": 1}"	"{""794"": 20, ""2964"": 16, ""1335"": 16, ""1672"": 16, ""2578"": 13, ""356"": 11, ""1298"": 10, ""1432"": 9, ""734"": 9, ""668"": 7, ""963"": 6, ""1597"": 1, ""2468"": 4, ""906"": 4, ""2466"": 4, ""1291"": 3, ""724"": 3, ""219"": 3, ""1047"": 2, ""3088"": 2, ""2643"": 2, ""1612"": 2, ""596"": 2, ""2308"": 2, ""1366"": 1, ""2619"": 1, ""704"": 1, ""3427"": 1, ""2038"": 1, ""2001"": 1, ""1280"": 1, ""221"": 1, ""2003"": 1, ""1495"": 1, ""771"": 1, ""1579"": 1, ""916"": 1, ""923"": 1, ""636"": 1, ""1559"": 1, ""1741"": 1, ""3303"": 1, ""594"": 1, ""2410"": 1, ""673"": 1, ""1234"": 1, ""1535"": 1, ""892"": 1, ""1021"": 1, ""2629"": 1, ""933"": 1, ""984"": 1}"
3665	TRAVEL	travel	"{""1597"": 2, ""765"": 4, ""1441"": 3, ""695"": 3, ""965"": 3, ""109"": 2, ""2393"": 2, ""4005"": 2, ""1844"": 1, ""1111"": 1, ""2423"": 1, ""3427"": 1, ""2978"": 1, ""3846"": 1, ""2625"": 1, ""1376"": 1, ""667"": 1, ""900"": 1, ""1377"": 1, ""1443"": 1, ""1784"": 1}"	"{""1597"": 7, ""1111"": 3, ""900"": 9, ""765"": 8, ""1441"": 6, ""695"": 6, ""2393"": 5, ""965"": 5, ""3846"": 4, ""1377"": 4, ""1844"": 3, ""1070"": 3, ""109"": 3, ""2625"": 3, ""1406"": 2, ""2406"": 2, ""1474"": 2, ""4005"": 2, ""984"": 2, ""204"": 1, ""2468"": 1, ""747"": 1, ""1264"": 1, ""2423"": 1, ""1300"": 1, ""1752"": 1, ""3427"": 1, ""2978"": 1, ""741"": 1, ""256"": 1, ""2316"": 1, ""43"": 1, ""1203"": 1, ""1559"": 1, ""639"": 1, ""3452"": 1, ""1942"": 1, ""1376"": 1, ""645"": 1, ""667"": 1, ""787"": 1, ""1409"": 1, ""1845"": 1, ""38"": 1, ""1343"": 1, ""892"": 1, ""1757"": 1, ""3105"": 1, ""1443"": 1, ""3666"": 1, ""1232"": 1, ""1237"": 1, ""1784"": 1}"
3963	SCENERY	scenery	"{""2342"": 14, ""1425"": 6, ""3897"": 3, ""1413"": 2, ""906"": 2, ""1427"": 1, ""1821"": 1, ""1683"": 1, ""3200"": 1, ""420"": 1, ""606"": 1, ""639"": 1, ""2401"": 1, ""653"": 1, ""160"": 1}"	"{""2342"": 25, ""1425"": 10, ""3897"": 9, ""1427"": 7, ""639"": 5, ""906"": 5, ""3200"": 4, ""606"": 4, ""1413"": 4, ""2410"": 4, ""2287"": 3, ""626"": 3, ""2401"": 3, ""1732"": 3, ""420"": 2, ""1683"": 2, ""239"": 1, ""586"": 2, ""624"": 2, ""3123"": 2, ""160"": 2, ""2295"": 2, ""948"": 2, ""3460"": 1, ""1821"": 1, ""258"": 1, ""2620"": 1, ""1398"": 1, ""2819"": 1, ""628"": 1, ""923"": 1, ""647"": 1, ""3303"": 1, ""2252"": 1, ""653"": 1, ""784"": 1, ""1343"": 1, ""1199"": 1, ""1424"": 1}"
1704	SEVEN	seven	"{""1705"": 21, ""1356"": 20, ""1706"": 13, ""1703"": 3, ""1565"": 2, ""216"": 2, ""1704"": 1, ""1357"": 1, ""720"": 1, ""1483"": 1, ""2452"": 1, ""2453"": 1, ""2971"": 1, ""1591"": 1, ""1469"": 1}"	"{""1705"": 28, ""1356"": 26, ""1706"": 22, ""1703"": 9, ""1591"": 8, ""1565"": 7, ""1483"": 6, ""1515"": 5, ""1469"": 4, ""216"": 3, ""1262"": 2, ""1420"": 2, ""227"": 2, ""720"": 2, ""1405"": 2, ""600"": 2, ""892"": 2, ""1704"": 1, ""1789"": 1, ""2246"": 1, ""963"": 1, ""2619"": 1, ""2099"": 1, ""1357"": 1, ""1401"": 1, ""1570"": 1, ""1301"": 1, ""1551"": 1, ""2940"": 1, ""392"": 1, ""2090"": 1, ""645"": 1, ""2452"": 1, ""156"": 1, ""666"": 1, ""2453"": 1, ""1721"": 1, ""2971"": 1, ""2845"": 1, ""2954"": 1, ""752"": 1, ""1404"": 1, ""1736"": 1, ""2277"": 1}"
2815	DIALECT	dialect	"{""1307"": 47, ""1115"": 11, ""1623"": 3, ""1205"": 3, ""789"": 1, ""2708"": 1, ""711"": 1, ""2995"": 1, ""1747"": 1, ""3134"": 1}"	"{""1307"": 60, ""1115"": 18, ""1623"": 10, ""1205"": 7, ""109"": 5, ""2708"": 3, ""1599"": 3, ""2980"": 2, ""584"": 2, ""1595"": 2, ""1536"": 2, ""588"": 1, ""1300"": 1, ""3200"": 1, ""1494"": 1, ""2504"": 1, ""3299"": 1, ""1411"": 1, ""1198"": 1, ""2301"": 1, ""789"": 1, ""209"": 1, ""1720"": 1, ""1929"": 1, ""711"": 1, ""2995"": 1, ""1747"": 1, ""3134"": 1, ""1363"": 1}"
1987	CHOPSTICKS	chopsticks	"{""3373"": 39, ""256"": 12, ""1336"": 6, ""926"": 5, ""3994"": 3, ""1803"": 2, ""1927"": 1, ""1100"": 1, ""584"": 1, ""1833"": 1, ""1302"": 1, ""1968"": 1, ""1813"": 1, ""1498"": 1, ""1361"": 1}"	"{""3373"": 58, ""256"": 40, ""926"": 19, ""973"": 12, ""1336"": 10, ""3994"": 9, ""1803"": 7, ""1927"": 5, ""1302"": 4, ""1361"": 4, ""1530"": 2, ""584"": 2, ""642"": 2, ""1100"": 1, ""1833"": 1, ""2038"": 1, ""908"": 1, ""323"": 1, ""1203"": 1, ""1269"": 1, ""1091"": 1, ""1968"": 1, ""3654"": 1, ""1813"": 1, ""2308"": 1, ""2968"": 1, ""1498"": 1, ""1335"": 1, ""2056"": 1}"
152	HOOF	hoof	"{""615"": 53, ""1301"": 11, ""1381"": 5, ""1007"": 4, ""2965"": 3, ""619"": 2, ""1936"": 2, ""674"": 2, ""72"": 1, ""3917"": 1, ""2009"": 1, ""503"": 1, ""578"": 1, ""1452"": 1, ""769"": 1}"	"{""615"": 78, ""1301"": 1, ""1007"": 20, ""1381"": 12, ""619"": 9, ""1443"": 9, ""1502"": 7, ""1936"": 4, ""2965"": 4, ""1337"": 3, ""1879"": 2, ""3917"": 2, ""1884"": 2, ""1772"": 2, ""674"": 2, ""769"": 2, ""72"": 1, ""704"": 1, ""1986"": 1, ""2009"": 1, ""1631"": 1, ""420"": 1, ""503"": 1, ""606"": 1, ""1210"": 1, ""754"": 1, ""1135"": 1, ""578"": 1, ""1297"": 1, ""890"": 1, ""1896"": 1, ""2148"": 1, ""1452"": 1, ""1876"": 1, ""667"": 1, ""1519"": 1, ""1331"": 1, ""2124"": 1, ""2666"": 1, ""1753"": 1}"
1115	SPEECH	speech	"{""2708"": 26, ""1599"": 6, ""1205"": 4, ""1363"": 4, ""899"": 3, ""1307"": 2, ""1613"": 1, ""1419"": 1, ""2316"": 1, ""2518"": 1, ""377"": 1, ""648"": 1, ""1458"": 1, ""2879"": 1, ""2995"": 1}"	"{""2708"": 42, ""1599"": 2, ""1307"": 13, ""1205"": 7, ""1363"": 5, ""674"": 4, ""899"": 4, ""1623"": 4, ""377"": 3, ""2879"": 3, ""1508"": 2, ""4014"": 2, ""1182"": 2, ""1458"": 2, ""1259"": 2, ""1637"": 1, ""1613"": 1, ""2933"": 1, ""2023"": 1, ""706"": 1, ""1995"": 1, ""2815"": 1, ""1419"": 1, ""528"": 1, ""2316"": 1, ""1408"": 1, ""2518"": 1, ""1285"": 1, ""3874"": 1, ""1355"": 1, ""478"": 1, ""1203"": 1, ""923"": 1, ""1554"": 1, ""648"": 1, ""2988"": 1, ""2043"": 1, ""3645"": 1, ""2982"": 1, ""3267"": 1, ""1314"": 1, ""759"": 1, ""1096"": 1, ""1115"": 1, ""1442"": 1, ""2060"": 1, ""1038"": 1, ""2995"": 1}"
901	ADOBE	adobe	"{""1252"": 11, ""1006"": 7, ""1678"": 7, ""640"": 5, ""1399"": 3, ""2406"": 3, ""3086"": 1, ""3612"": 1, ""2401"": 1, ""857"": 1, ""933"": 1}"	"{""1252"": 25, ""1399"": 19, ""640"": 16, ""1006"": 15, ""1678"": 11, ""3612"": 4, ""2406"": 3, ""156"": 3, ""2409"": 2, ""3086"": 2, ""3687"": 2, ""2627"": 2, ""2469"": 1, ""1011"": 1, ""25"": 1, ""1560"": 1, ""3407"": 1, ""2316"": 1, ""1425"": 1, ""647"": 1, ""2401"": 1, ""769"": 1, ""132"": 1, ""686"": 1, ""857"": 1, ""930"": 1, ""933"": 1, ""1232"": 1}"
1611	INVITE	invite	"{""131"": 35, ""1309"": 5, ""1782"": 4, ""1084"": 3, ""1833"": 2, ""2422"": 2, ""98"": 1, ""1003"": 1, ""2619"": 1, ""1446"": 1, ""3088"": 1, ""1325"": 1, ""1252"": 1, ""1460"": 1, ""630"": 1, ""1156"": 1, ""1828"": 1, ""1127"": 1, ""2977"": 1}"	"{""131"": 52, ""2619"": 1, ""1309"": 2, ""1325"": 7, ""1782"": 7, ""1259"": 6, ""1833"": 5, ""1156"": 5, ""1828"": 4, ""2407"": 3, ""1084"": 3, ""1446"": 3, ""1545"": 3, ""1612"": 3, ""1003"": 2, ""1495"": 2, ""1252"": 2, ""1743"": 2, ""630"": 2, ""1451"": 2, ""2422"": 2, ""98"": 1, ""3534"": 1, ""1264"": 1, ""1750"": 1, ""2405"": 1, ""1349"": 1, ""2483"": 1, ""3801"": 1, ""3877"": 1, ""3088"": 1, ""3336"": 1, ""3632"": 1, ""606"": 1, ""614"": 1, ""1092"": 1, ""1460"": 1, ""3299"": 1, ""2005"": 1, ""789"": 1, ""1233"": 1, ""723"": 1, ""3916"": 1, ""1127"": 1, ""2562"": 1, ""1039"": 1, ""487"": 1, ""2482"": 1, ""2977"": 1}"
979	FARMER	peasant	"{""1674"": 30, ""979"": 13, ""3060"": 5, ""937"": 3, ""2977"": 3, ""1934"": 2, ""1230"": 2, ""812"": 2, ""2409"": 1, ""474"": 1, ""201"": 1, ""25"": 1, ""3327"": 1, ""1433"": 1, ""1508"": 1, ""2471"": 1, ""3153"": 1, ""3382"": 1, ""712"": 1, ""1600"": 1, ""3132"": 1, ""1753"": 1, ""1391"": 1, ""2386"": 1, ""2466"": 1}"	"{""1674"": 50, ""979"": 22, ""3060"": 7, ""1230"": 6, ""2977"": 5, ""937"": 4, ""2409"": 4, ""1508"": 4, ""3153"": 4, ""812"": 4, ""1934"": 3, ""1300"": 3, ""474"": 3, ""1007"": 2, ""201"": 2, ""606"": 2, ""342"": 2, ""1362"": 2, ""984"": 2, ""2468"": 1, ""73"": 1, ""4018"": 1, ""1368"": 1, ""1895"": 1, ""1287"": 1, ""3200"": 1, ""25"": 1, ""1398"": 1, ""1360"": 1, ""2057"": 1, ""1201"": 1, ""212"": 1, ""256"": 1, ""3327"": 1, ""1433"": 1, ""1533"": 1, ""1435"": 1, ""1678"": 1, ""2471"": 1, ""626"": 1, ""923"": 1, ""383"": 1, ""1559"": 1, ""1229"": 1, ""3382"": 1, ""789"": 1, ""593"": 1, ""712"": 1, ""2990"": 1, ""255"": 1, ""1901"": 1, ""686"": 1, ""1600"": 1, ""1547"": 1, ""2018"": 1, ""3132"": 1, ""1753"": 1, ""1391"": 1, ""2386"": 1, ""930"": 1, ""2466"": 1, ""1803"": 1}"
1999	OVERCOME	overcome	"{""1112"": 6, ""782"": 5, ""1665"": 3, ""2524"": 3, ""402"": 2, ""866"": 2, ""1679"": 1, ""1102"": 1, ""3049"": 1, ""3877"": 1, ""813"": 1, ""2573"": 1, ""833"": 1, ""1426"": 1, ""3616"": 1, ""614"": 1, ""1508"": 1, ""1559"": 1, ""126"": 1, ""202"": 1, ""785"": 1, ""1757"": 1, ""948"": 1}"	"{""866"": 16, ""1112"": 11, ""782"": 9, ""2573"": 7, ""1665"": 6, ""202"": 5, ""3849"": 4, ""1668"": 3, ""614"": 3, ""2524"": 3, ""785"": 3, ""783"": 3, ""1102"": 2, ""1419"": 2, ""639"": 2, ""1741"": 2, ""402"": 2, ""1935"": 1, ""579"": 1, ""1679"": 1, ""1446"": 1, ""3049"": 1, ""3535"": 1, ""3877"": 1, ""681"": 1, ""813"": 1, ""928"": 1, ""3761"": 1, ""833"": 1, ""1358"": 1, ""98"": 1, ""1426"": 1, ""3616"": 1, ""1423"": 1, ""479"": 1, ""1932"": 1, ""1884"": 1, ""1364"": 1, ""2985"": 1, ""2885"": 1, ""1092"": 1, ""1252"": 1, ""1829"": 1, ""1508"": 1, ""1202"": 1, ""504"": 1, ""3073"": 1, ""1559"": 1, ""1354"": 1, ""3375"": 1, ""683"": 1, ""126"": 1, ""2425"": 1, ""2134"": 1, ""1387"": 1, ""1095"": 1, ""3854"": 1, ""778"": 1, ""1096"": 1, ""1757"": 1, ""2434"": 1, ""948"": 1, ""978"": 1, ""1212"": 1, ""1839"": 1, ""965"": 1}"
963	BOOK	book	"{""724"": 42, ""1720"": 5, ""2428"": 2, ""648"": 2, ""752"": 2, ""1929"": 2, ""1219"": 2, ""2468"": 1, ""1763"": 1, ""1035"": 1, ""1307"": 1, ""2008"": 1, ""2975"": 1, ""1599"": 1}"	"{""724"": 53, ""2428"": 11, ""648"": 9, ""1720"": 1, ""2060"": 6, ""761"": 5, ""3874"": 5, ""1929"": 4, ""1672"": 4, ""923"": 3, ""168"": 3, ""745"": 3, ""1219"": 3, ""1763"": 2, ""1100"": 2, ""742"": 2, ""1884"": 2, ""504"": 2, ""1229"": 2, ""805"": 2, ""752"": 2, ""1599"": 1, ""2468"": 1, ""837"": 1, ""1823"": 1, ""1465"": 1, ""835"": 1, ""2099"": 1, ""2483"": 1, ""1271"": 1, ""2"": 1, ""185"": 1, ""1035"": 1, ""754"": 1, ""861"": 1, ""1307"": 1, ""628"": 1, ""629"": 1, ""1819"": 1, ""3073"": 1, ""1338"": 1, ""1314"": 1, ""2008"": 1, ""2519"": 1, ""1244"": 1, ""2975"": 1, ""892"": 1, ""1788"": 1, ""3134"": 1, ""2113"": 1, ""866"": 1, ""984"": 1}"
1402	BREAST	breasts	"{""1551"": 7, ""962"": 5, ""1592"": 4, ""635"": 4, ""1202"": 3, ""1318"": 3, ""1402"": 1, ""2512"": 1, ""1429"": 1, ""1495"": 1, ""1554"": 1, ""1395"": 1, ""2562"": 1, ""1246"": 1, ""1498"": 1, ""1836"": 1}"	"{""1318"": 26, ""635"": 14, ""1551"": 10, ""962"": 8, ""1592"": 8, ""1202"": 3, ""1395"": 5, ""2562"": 5, ""1216"": 3, ""1856"": 3, ""1289"": 2, ""1402"": 2, ""739"": 2, ""590"": 2, ""2402"": 2, ""1246"": 2, ""1498"": 2, ""834"": 1, ""2410"": 1, ""1427"": 1, ""1480"": 1, ""2758"": 1, ""2512"": 1, ""2259"": 1, ""256"": 1, ""1429"": 1, ""1495"": 1, ""2233"": 1, ""1554"": 1, ""1772"": 1, ""1222"": 1, ""3446"": 1, ""3176"": 1, ""1414"": 1, ""2993"": 1, ""2472"": 1, ""2386"": 1, ""1836"": 1, ""1232"": 1, ""1199"": 1}"
3204	INSULT	insult	"{""2947"": 11, ""2411"": 5, ""1292"": 4, ""557"": 3, ""1826"": 2, ""1423"": 2, ""1976"": 2, ""44"": 2, ""1607"": 2, ""3425"": 2, ""1411"": 2, ""1412"": 2, ""1953"": 1, ""82"": 1, ""722"": 1, ""2912"": 1, ""1447"": 1, ""1553"": 1, ""2301"": 1, ""1018"": 1, ""1274"": 1, ""1440"": 1, ""571"": 1, ""1939"": 1, ""1192"": 1, ""1080"": 1, ""1599"": 1, ""715"": 1}"	"{""2411"": 18, ""2947"": 1, ""1412"": 1, ""1826"": 6, ""1953"": 5, ""82"": 5, ""1292"": 5, ""1976"": 4, ""3425"": 4, ""1423"": 3, ""1607"": 3, ""1899"": 3, ""557"": 3, ""8"": 2, ""44"": 1, ""1411"": 2, ""1783"": 2, ""1518"": 2, ""1599"": 1, ""715"": 2, ""2882"": 1, ""2892"": 1, ""722"": 1, ""958"": 1, ""381"": 1, ""1148"": 1, ""1046"": 1, ""1007"": 1, ""500"": 1, ""2715"": 1, ""2009"": 1, ""2112"": 1, ""221"": 1, ""2912"": 1, ""1447"": 1, ""1773"": 1, ""2016"": 1, ""477"": 1, ""377"": 1, ""1553"": 1, ""2301"": 1, ""1018"": 1, ""1493"": 1, ""1129"": 1, ""3915"": 1, ""1274"": 1, ""1776"": 1, ""1440"": 1, ""571"": 1, ""1939"": 1, ""1439"": 1, ""1775"": 1, ""2708"": 1, ""1192"": 1, ""1080"": 1, ""948"": 1, ""1610"": 1, ""1270"": 1, ""1109"": 1, ""1390"": 1}"
132	SAUCE	sauce	"{""986"": 15, ""256"": 4, ""58"": 4, ""1730"": 3, ""1100"": 3, ""156"": 3, ""1547"": 2, ""761"": 1, ""1833"": 1, ""3697"": 1, ""481"": 1, ""1463"": 1, ""1336"": 1, ""323"": 1, ""1286"": 1, ""1365"": 1, ""634"": 1, ""31"": 1, ""1385"": 1, ""1091"": 1, ""1121"": 1, ""1400"": 1, ""544"": 1, ""2310"": 1}"	"{""986"": 30, ""156"": 10, ""256"": 8, ""1100"": 1, ""58"": 7, ""1286"": 5, ""544"": 5, ""1730"": 4, ""634"": 4, ""31"": 4, ""404"": 3, ""1569"": 3, ""1874"": 3, ""2409"": 2, ""3873"": 2, ""1833"": 2, ""481"": 2, ""1463"": 2, ""2938"": 2, ""842"": 2, ""1526"": 2, ""3181"": 2, ""1462"": 2, ""1547"": 2, ""2882"": 1, ""1320"": 1, ""1321"": 1, ""1245"": 1, ""774"": 1, ""919"": 1, ""761"": 1, ""1813"": 1, ""3697"": 1, ""1401"": 1, ""1336"": 1, ""323"": 1, ""867"": 1, ""1035"": 1, ""1496"": 1, ""1365"": 1, ""1559"": 1, ""2830"": 1, ""1385"": 1, ""480"": 1, ""593"": 1, ""1487"": 1, ""1962"": 1, ""1412"": 1, ""1274"": 1, ""1091"": 1, ""1121"": 1, ""2562"": 1, ""1400"": 1, ""849"": 1, ""35"": 1, ""1244"": 1, ""2386"": 1, ""2310"": 1, ""1726"": 1, ""1335"": 1, ""1655"": 1}"
2955	STATE (POLITICS)	state	"{""1300"": 9, ""1458"": 8, ""789"": 7, ""1562"": 3, ""2546"": 1, ""1626"": 1, ""2623"": 1, ""1429"": 1, ""815"": 1, ""477"": 1, ""1078"": 1, ""1231"": 1, ""656"": 1}"	"{""1458"": 19, ""1300"": 15, ""789"": 1, ""815"": 8, ""723"": 4, ""2547"": 3, ""1062"": 3, ""1562"": 3, ""2406"": 2, ""477"": 2, ""1048"": 2, ""2546"": 1, ""1867"": 1, ""1463"": 1, ""2573"": 1, ""1626"": 1, ""2623"": 1, ""1429"": 1, ""2159"": 1, ""1223"": 1, ""1265"": 1, ""626"": 1, ""1078"": 1, ""2150"": 1, ""1405"": 1, ""1332"": 1, ""1231"": 1, ""1356"": 1, ""1181"": 1, ""656"": 1, ""666"": 1, ""670"": 1, ""1846"": 1, ""1039"": 1, ""1623"": 1, ""1002"": 1, ""1362"": 1, ""2708"": 1, ""1711"": 1, ""892"": 1, ""965"": 1}"
978	WAVE	waves	"{""645"": 42, ""948"": 13, ""1474"": 12, ""3460"": 4, ""891"": 3, ""3553"": 2, ""2879"": 2, ""3132"": 2, ""837"": 1, ""4020"": 1, ""2537"": 1, ""365"": 1, ""1453"": 1}"	"{""645"": 58, ""948"": 25, ""1474"": 21, ""3460"": 15, ""2879"": 13, ""3132"": 13, ""1040"": 7, ""630"": 6, ""671"": 6, ""891"": 6, ""837"": 5, ""1277"": 4, ""3553"": 4, ""1274"": 4, ""1315"": 3, ""2935"": 2, ""113"": 2, ""702"": 1, ""4020"": 1, ""3554"": 1, ""605"": 1, ""1425"": 1, ""1495"": 1, ""612"": 1, ""2537"": 1, ""1313"": 1, ""1182"": 1, ""683"": 1, ""3267"": 1, ""1923"": 1, ""365"": 1, ""3032"": 1, ""1342"": 1, ""1343"": 1, ""1439"": 1, ""27"": 1, ""892"": 1, ""1453"": 1, ""952"": 1, ""957"": 1, ""960"": 1}"
1030	NECESSARY	necessary	"{""45"": 12, ""2339"": 11, ""971"": 7, ""1285"": 2, ""813"": 1, ""256"": 1, ""1391"": 1}"	"{""971"": 19, ""2339"": 16, ""45"": 15, ""1285"": 11, ""1376"": 3, ""219"": 3, ""27"": 2, ""256"": 2, ""2981"": 2, ""1292"": 1, ""905"": 1, ""509"": 1, ""1895"": 1, ""813"": 1, ""3471"": 1, ""1079"": 1, ""773"": 1, ""1897"": 1, ""616"": 1, ""477"": 1, ""1506"": 1, ""1269"": 1, ""1229"": 1, ""683"": 1, ""2669"": 1, ""1678"": 1, ""1585"": 1, ""892"": 1, ""2754"": 1, ""1391"": 1, ""1784"": 1, ""948"": 1}"
1163	BRIBE (AMOUNT)	bribe	"{""1559"": 36, ""718"": 7, ""1292"": 2, ""1266"": 2, ""3055"": 2, ""1066"": 2, ""1160"": 2, ""1869"": 1, ""3875"": 1, ""297"": 1, ""13"": 1, ""1304"": 1, ""1202"": 1, ""656"": 1, ""1784"": 1, ""1599"": 1}"	"{""1559"": 57, ""718"": 10, ""1066"": 8, ""1292"": 7, ""656"": 4, ""3055"": 3, ""3361"": 3, ""1390"": 3, ""1266"": 2, ""2931"": 2, ""874"": 2, ""45"": 2, ""1447"": 2, ""3645"": 2, ""2422"": 2, ""1160"": 2, ""1784"": 2, ""1289"": 1, ""1284"": 1, ""3534"": 1, ""837"": 1, ""1869"": 1, ""2099"": 1, ""3086"": 1, ""3875"": 1, ""297"": 1, ""13"": 1, ""1230"": 1, ""3069"": 1, ""815"": 1, ""1566"": 1, ""1281"": 1, ""1304"": 1, ""1202"": 1, ""638"": 1, ""1030"": 1, ""789"": 1, ""2526"": 1, ""2425"": 1, ""1121"": 1, ""1571"": 1, ""713"": 1, ""898"": 1, ""1601"": 1, ""1599"": 1}"
1065	SPIDER WEB	web	"{""843"": 34, ""2963"": 4, ""965"": 4, ""3086"": 2, ""96"": 1, ""98"": 1, ""3874"": 1, ""215"": 1, ""167"": 1, ""1243"": 1}"	"{""843"": 82, ""2963"": 10, ""215"": 8, ""3703"": 7, ""965"": 5, ""3086"": 3, ""1243"": 3, ""96"": 2, ""133"": 1, ""27"": 1, ""13"": 1, ""2465"": 1, ""98"": 1, ""1641"": 1, ""1301"": 1, ""212"": 1, ""420"": 1, ""2034"": 1, ""3874"": 1, ""1307"": 1, ""1411"": 1, ""167"": 1, ""789"": 1, ""1337"": 1, ""670"": 1, ""1218"": 1, ""3033"": 1, ""121"": 1, ""362"": 1, ""1929"": 1, ""3132"": 1, ""1161"": 1, ""1075"": 1, ""978"": 1, ""1599"": 1}"
1276	AUTUMN	autumn	"{""1280"": 59, ""2627"": 2, ""691"": 2, ""1537"": 2, ""1471"": 2, ""2409"": 1, ""2483"": 1, ""910"": 1, ""156"": 1, ""666"": 1, ""1342"": 1, ""906"": 1, ""952"": 1}"	"{""1280"": 65, ""2627"": 12, ""691"": 12, ""1537"": 12, ""1471"": 11, ""2409"": 7, ""1287"": 7, ""1613"": 5, ""1342"": 5, ""2483"": 3, ""628"": 4, ""864"": 4, ""156"": 4, ""960"": 4, ""1264"": 3, ""3327"": 2, ""658"": 2, ""906"": 2, ""952"": 2, ""1320"": 1, ""1272"": 1, ""1427"": 1, ""3982"": 1, ""2932"": 1, ""2997"": 1, ""910"": 1, ""1845"": 1, ""1369"": 1, ""153"": 1, ""249"": 1, ""1313"": 1, ""2853"": 1, ""338"": 1, ""666"": 1, ""3870"": 1, ""673"": 1, ""778"": 1, ""3276"": 1}"
3718	GUINEA PIG	guinea pig	"{""619"": 11, ""3780"": 11, ""2571"": 10, ""3147"": 8, ""669"": 3, ""1246"": 3, ""1490"": 2, ""1230"": 1, ""256"": 1, ""456"": 1, ""1386"": 1, ""1337"": 1, ""600"": 1, ""1548"": 1}"	"{""3780"": 36, ""619"": 26, ""3147"": 18, ""1246"": 1, ""669"": 12, ""2571"": 11, ""1490"": 7, ""3283"": 6, ""1337"": 3, ""256"": 2, ""710"": 2, ""2409"": 1, ""910"": 1, ""1230"": 1, ""1406"": 1, ""728"": 1, ""1976"": 1, ""456"": 1, ""1040"": 1, ""44"": 1, ""3808"": 1, ""1304"": 1, ""1386"": 1, ""3719"": 1, ""2301"": 1, ""1907"": 1, ""1231"": 1, ""1136"": 1, ""2124"": 1, ""42"": 1, ""600"": 1, ""1518"": 1, ""1548"": 1}"
683	PERSON	person	"{""683"": 1, ""789"": 18, ""1554"": 7, ""723"": 5, ""1325"": 2, ""2301"": 2, ""619"": 1, ""1480"": 1, ""1262"": 1, ""1467"": 1, ""2023"": 1, ""1551"": 1, ""1944"": 1, ""3553"": 1, ""210"": 1, ""1117"": 1, ""923"": 1, ""1493"": 1, ""1993"": 1, ""811"": 1, ""738"": 1, ""1235"": 1, ""2277"": 1}"	"{""683"": 2, ""789"": 25, ""1554"": 22, ""962"": 1, ""723"": 8, ""1325"": 7, ""738"": 6, ""194"": 4, ""3635"": 3, ""2099"": 3, ""1422"": 1, ""2301"": 3, ""1964"": 2, ""619"": 2, ""1480"": 2, ""210"": 2, ""1493"": 2, ""1993"": 2, ""811"": 2, ""791"": 2, ""711"": 2, ""1235"": 2, ""2277"": 2, ""1673"": 1, ""1366"": 1, ""1262"": 1, ""1208"": 1, ""1024"": 1, ""1467"": 1, ""1998"": 1, ""2023"": 1, ""2009"": 1, ""1358"": 1, ""1570"": 1, ""1551"": 1, ""2259"": 1, ""1944"": 1, ""1035"": 1, ""1495"": 1, ""1211"": 1, ""3553"": 1, ""1897"": 1, ""2474"": 1, ""2062"": 1, ""2471"": 1, ""1062"": 1, ""1297"": 1, ""1117"": 1, ""923"": 1, ""1198"": 1, ""2005"": 1, ""1269"": 1, ""3959"": 1, ""1451"": 1, ""3958"": 1, ""1295"": 1, ""1841"": 1, ""2271"": 1, ""906"": 1, ""1213"": 1}"
3336	FUNERAL	burial	"{""910"": 27, ""2159"": 11, ""1773"": 1, ""3336"": 9, ""1625"": 7, ""3284"": 3, ""2011"": 2, ""1561"": 1, ""163"": 1, ""1494"": 1, ""1423"": 1, ""1668"": 1, ""1667"": 1, ""2406"": 1, ""3673"": 1, ""2024"": 1, ""699"": 1, ""1474"": 1, ""2668"": 1, ""1228"": 1}"	"{""910"": 42, ""3336"": 32, ""1773"": 4, ""2159"": 17, ""2011"": 13, ""1625"": 13, ""25"": 13, ""3284"": 1, ""699"": 5, ""3854"": 5, ""163"": 3, ""742"": 3, ""239"": 3, ""1747"": 3, ""1228"": 2, ""1480"": 2, ""1719"": 1, ""1418"": 2, ""1668"": 1, ""1667"": 2, ""3612"": 2, ""3673"": 2, ""2024"": 2, ""1474"": 2, ""1561"": 1, ""1485"": 1, ""1394"": 1, ""706"": 1, ""2907"": 1, ""1494"": 1, ""813"": 1, ""194"": 1, ""1423"": 1, ""2406"": 1, ""768"": 1, ""1338"": 1, ""385"": 1, ""1901"": 1, ""2668"": 1, ""3138"": 1, ""1929"": 1, ""1651"": 1, ""1803"": 1}"
