CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	R1	R123
2638	FISHING	fishing	"{""227"": 17, ""281"": 12, ""1844"": 9, ""624"": 3, ""2013"": 2, ""905"": 2, ""2638"": 2, ""1435"": 2, ""1048"": 2, ""258"": 1, ""702"": 1, ""1217"": 1, ""420"": 1, ""3336"": 1, ""1425"": 1, ""1071"": 1, ""1803"": 1, ""2963"": 1, ""1314"": 1, ""2783"": 1, ""1439"": 1, ""795"": 1, ""948"": 1, ""1219"": 1}"	"{""227"": 24, ""1844"": 20, ""281"": 19, ""948"": 16, ""1048"": 14, ""624"": 10, ""2013"": 9, ""2963"": 6, ""256"": 5, ""1435"": 5, ""905"": 3, ""702"": 3, ""1217"": 1, ""1071"": 3, ""795"": 3, ""258"": 2, ""2638"": 2, ""420"": 2, ""666"": 2, ""2783"": 2, ""1474"": 2, ""947"": 2, ""1219"": 1, ""1807"": 1, ""1820"": 1, ""1639"": 1, ""946"": 1, ""2619"": 1, ""2685"": 1, ""1208"": 1, ""194"": 1, ""388"": 1, ""1441"": 1, ""3336"": 1, ""1425"": 1, ""1667"": 1, ""617"": 1, ""1803"": 1, ""1554"": 1, ""3897"": 1, ""645"": 1, ""2035"": 1, ""1314"": 1, ""1476"": 1, ""3458"": 1, ""759"": 1, ""3129"": 1, ""701"": 1, ""2530"": 1, ""1343"": 1, ""3132"": 1, ""1439"": 1, ""906"": 1, ""1259"": 1, ""1726"": 1}"
3142	BISON	bison	"{""934"": 1, ""619"": 8, ""1169"": 7, ""1008"": 4, ""1007"": 4, ""634"": 3, ""3612"": 2, ""2570"": 1, ""904"": 1, ""1202"": 1, ""603"": 1, ""1393"": 1, ""1435"": 1, ""1772"": 1, ""652"": 1, ""957"": 1}"	"{""934"": 1, ""619"": 16, ""634"": 12, ""1202"": 1, ""1008"": 7, ""1007"": 7, ""1169"": 7, ""606"": 4, ""1393"": 2, ""3612"": 4, ""2409"": 3, ""1040"": 3, ""2885"": 3, ""2819"": 3, ""2570"": 2, ""580"": 2, ""652"": 2, ""948"": 2, ""1817"": 2, ""2230"": 2, ""3674"": 1, ""904"": 1, ""1081"": 1, ""1153"": 1, ""603"": 1, ""1287"": 1, ""3466"": 1, ""1936"": 1, ""323"": 1, ""1201"": 1, ""212"": 1, ""256"": 1, ""1500"": 1, ""612"": 1, ""534"": 1, ""1435"": 1, ""1829"": 1, ""2342"": 1, ""629"": 1, ""1772"": 1, ""1229"": 1, ""666"": 1, ""1110"": 1, ""740"": 1, ""202"": 1, ""122"": 1, ""2516"": 1, ""957"": 1}"
3747	SHAPE	shape	"{""3747"": 16, ""1467"": 14, ""850"": 12, ""1395"": 6, ""2845"": 3, ""1613"": 2, ""1945"": 2, ""922"": 2, ""1465"": 1, ""1264"": 1, ""1318"": 1, ""287"": 1, ""756"": 1, ""2374"": 1, ""323"": 1, ""1819"": 1, ""3073"": 1, ""1901"": 1, ""1430"": 1, ""2308"": 1}"	"{""850"": 39, ""1467"": 33, ""3747"": 21, ""1395"": 16, ""289"": 8, ""1613"": 5, ""2845"": 5, ""1945"": 4, ""922"": 4, ""1480"": 3, ""1465"": 2, ""287"": 2, ""3878"": 2, ""323"": 2, ""2635"": 1, ""1017"": 1, ""806"": 1, ""1655"": 1, ""1402"": 1, ""228"": 1, ""1264"": 1, ""1318"": 1, ""1399"": 1, ""3966"": 1, ""756"": 1, ""2374"": 1, ""863"": 1, ""1079"": 1, ""1035"": 1, ""1202"": 1, ""1364"": 1, ""1819"": 1, ""3073"": 1, ""1455"": 1, ""3959"": 1, ""740"": 1, ""1901"": 1, ""3003"": 1, ""1845"": 1, ""1430"": 1, ""214"": 1, ""547"": 1, ""1749"": 1, ""709"": 1, ""2308"": 1, ""738"": 1, ""3134"": 1, ""1591"": 1, ""2072"": 1, ""2466"": 1, ""1335"": 1, ""962"": 1, ""1424"": 1}"
946	BLOOD	blood	"{""156"": 24, ""1334"": 6, ""1644"": 1, ""3134"": 5, ""1284"": 2, ""196"": 2, ""210"": 2, ""404"": 1, ""1292"": 1, ""1480"": 1, ""1432"": 1, ""910"": 1, ""3616"": 1, ""1419"": 1, ""221"": 1, ""2003"": 1, ""1223"": 1, ""3380"": 1, ""44"": 1, ""58"": 1, ""1559"": 1, ""2627"": 1, ""3061"": 1, ""3959"": 1, ""3064"": 1, ""125"": 1, ""847"": 1, ""1924"": 1, ""948"": 1}"	"{""156"": 50, ""210"": 14, ""3134"": 9, ""1334"": 8, ""1644"": 2, ""196"": 6, ""1432"": 5, ""2003"": 4, ""837"": 3, ""750"": 3, ""194"": 3, ""1048"": 3, ""58"": 3, ""1783"": 3, ""2571"": 3, ""1924"": 3, ""948"": 3, ""1284"": 2, ""1480"": 2, ""616"": 2, ""2947"": 2, ""621"": 2, ""845"": 2, ""2627"": 2, ""984"": 2, ""404"": 1, ""1422"": 1, ""1925"": 1, ""1292"": 1, ""138"": 1, ""163"": 1, ""1321"": 1, ""1262"": 1, ""3215"": 1, ""1625"": 1, ""910"": 1, ""1494"": 1, ""1986"": 1, ""3616"": 1, ""1419"": 1, ""221"": 1, ""1447"": 1, ""1944"": 1, ""134"": 1, ""1566"": 1, ""1223"": 1, ""3380"": 1, ""2411"": 1, ""617"": 1, ""44"": 1, ""1559"": 1, ""1509"": 1, ""1221"": 1, ""508"": 1, ""3061"": 1, ""3002"": 1, ""3959"": 1, ""1519"": 1, ""1847"": 1, ""763"": 1, ""3064"": 1, ""3703"": 1, ""947"": 1, ""202"": 1, ""2993"": 1, ""125"": 1, ""21"": 1, ""1651"": 1, ""2308"": 1, ""847"": 1, ""1524"": 1, ""1207"": 1}"
507	MELON	cantaloupe	"{""507"": 42, ""1507"": 21, ""2766"": 4, ""2627"": 3, ""256"": 2, ""1936"": 1, ""411"": 1, ""1395"": 1, ""1342"": 1, ""717"": 1}"	"{""507"": 58, ""1507"": 39, ""2627"": 21, ""717"": 11, ""2766"": 6, ""256"": 5, ""3674"": 4, ""1425"": 4, ""1395"": 4, ""1342"": 4, ""1813"": 1, ""411"": 3, ""1424"": 3, ""1322"": 2, ""948"": 2, ""619"": 1, ""1402"": 1, ""2409"": 1, ""1879"": 1, ""1936"": 1, ""1336"": 1, ""1035"": 1, ""1884"": 1, ""1364"": 1, ""942"": 1, ""1533"": 1, ""622"": 1, ""2432"": 1, ""178"": 1, ""1274"": 1, ""1474"": 1, ""763"": 1, ""1856"": 1, ""2303"": 1, ""864"": 1, ""3276"": 1, ""3545"": 1, ""1259"": 1}"
44	INJURE	harm	"{""2411"": 35, ""1783"": 8, ""1810"": 5, ""2947"": 3, ""1292"": 3, ""1993"": 3, ""1352"": 2, ""1269"": 2, ""1148"": 1, ""910"": 1, ""813"": 1, ""1423"": 1, ""44"": 1, ""1712"": 1, ""717"": 1, ""2976"": 1}"	"{""2411"": 54, ""1783"": 24, ""44"": 16, ""2947"": 7, ""1292"": 9, ""1810"": 9, ""1432"": 4, ""1269"": 4, ""1993"": 4, ""1419"": 3, ""1352"": 3, ""1232"": 3, ""1109"": 3, ""1953"": 2, ""946"": 2, ""2099"": 2, ""2627"": 2, ""935"": 2, ""82"": 1, ""1673"": 1, ""1561"": 1, ""722"": 1, ""1501"": 1, ""1148"": 1, ""2102"": 1, ""1446"": 1, ""1007"": 1, ""500"": 1, ""910"": 1, ""813"": 1, ""2038"": 1, ""3761"": 1, ""1293"": 1, ""45"": 1, ""2573"": 1, ""1423"": 1, ""221"": 1, ""1035"": 1, ""1668"": 1, ""1277"": 1, ""1607"": 1, ""1897"": 1, ""1433"": 1, ""928"": 1, ""1417"": 1, ""1365"": 1, ""1078"": 1, ""634"": 1, ""1712"": 1, ""655"": 1, ""3649"": 1, ""699"": 1, ""3033"": 1, ""673"": 1, ""717"": 1, ""2976"": 1, ""2457"": 1, ""962"": 1}"
1642	NIECE	niece	"{""1063"": 43, ""1646"": 12, ""1272"": 4, ""194"": 4, ""1327"": 4, ""1357"": 3, ""1551"": 2, ""1644"": 2, ""1263"": 2, ""2099"": 1, ""1643"": 1, ""2982"": 1, ""1246"": 1, ""923"": 1, ""594"": 1, ""3959"": 1, ""1158"": 1, ""717"": 1, ""1207"": 1}"	"{""1063"": 48, ""1272"": 40, ""1646"": 29, ""194"": 23, ""1327"": 19, ""1644"": 13, ""1643"": 9, ""2099"": 7, ""1357"": 6, ""1263"": 5, ""923"": 4, ""1207"": 4, ""1262"": 3, ""1551"": 3, ""1246"": 3, ""717"": 3, ""1972"": 2, ""594"": 2, ""1427"": 1, ""1310"": 1, ""474"": 1, ""1325"": 1, ""2982"": 1, ""2474"": 1, ""2524"": 1, ""3299"": 1, ""1961"": 1, ""3959"": 1, ""1640"": 1, ""2530"": 1, ""1158"": 1, ""785"": 1, ""962"": 1}"
1725	CORRECT (RIGHT)	correct	"{""1019"": 41, ""1390"": 11, ""1275"": 7, ""3069"": 2, ""3074"": 2, ""2301"": 2, ""1038"": 2, ""1657"": 2, ""1442"": 2, ""1293"": 1, ""1466"": 1, ""1035"": 1, ""615"": 1, ""1951"": 1, ""683"": 1, ""2530"": 1, ""1527"": 1, ""984"": 1, ""1268"": 1}"	"{""1019"": 63, ""1390"": 26, ""3074"": 10, ""1275"": 9, ""1268"": 8, ""1035"": 6, ""1657"": 6, ""1264"": 5, ""1975"": 5, ""1466"": 3, ""2571"": 3, ""1442"": 3, ""2457"": 3, ""1293"": 2, ""3069"": 2, ""2872"": 2, ""2301"": 2, ""156"": 2, ""1038"": 2, ""3643"": 1, ""3644"": 1, ""662"": 1, ""3953"": 1, ""2862"": 1, ""3427"": 1, ""813"": 1, ""2982"": 1, ""1425"": 1, ""615"": 1, ""1459"": 1, ""1720"": 1, ""648"": 1, ""1951"": 1, ""683"": 1, ""673"": 1, ""2530"": 1, ""1404"": 1, ""753"": 1, ""1929"": 1, ""1527"": 1, ""892"": 1, ""900"": 1, ""1485"": 1, ""1536"": 1, ""866"": 1, ""984"": 1}"
1453	WASH	wash	"{""704"": 38, ""1895"": 8, ""1398"": 7, ""1111"": 4, ""481"": 4, ""1616"": 3, ""976"": 3, ""1539"": 1, ""1227"": 1, ""158"": 1, ""1287"": 1, ""1560"": 1, ""1277"": 1, ""2503"": 1, ""1356"": 1, ""2904"": 1, ""3128"": 1, ""1591"": 1, ""948"": 1}"	"{""704"": 51, ""1895"": 18, ""481"": 1, ""1398"": 15, ""1111"": 13, ""788"": 12, ""948"": 7, ""1560"": 6, ""2904"": 5, ""1616"": 4, ""144"": 4, ""138"": 2, ""3128"": 3, ""976"": 3, ""915"": 2, ""1227"": 2, ""1225"": 2, ""25"": 2, ""1230"": 2, ""2009"": 2, ""365"": 2, ""1539"": 1, ""1208"": 1, ""158"": 1, ""1287"": 1, ""499"": 1, ""3687"": 1, ""813"": 1, ""3471"": 1, ""1301"": 1, ""1425"": 1, ""1040"": 1, ""1277"": 1, ""1986"": 1, ""169"": 1, ""2503"": 1, ""674"": 1, ""1356"": 1, ""1107"": 1, ""1741"": 1, ""647"": 1, ""828"": 1, ""1449"": 1, ""219"": 1, ""1591"": 1, ""1650"": 1, ""1726"": 1, ""1454"": 1}"
1530	BOWL	mug	"{""476"": 25, ""1299"": 24, ""1560"": 7, ""2073"": 4, ""1373"": 4, ""1639"": 3, ""604"": 2, ""1401"": 1, ""1566"": 1, ""1256"": 1, ""1286"": 1, ""928"": 1, ""654"": 1, ""1548"": 1}"	"{""1299"": 51, ""476"": 48, ""1560"": 27, ""1373"": 18, ""2073"": 12, ""1639"": 7, ""1401"": 7, ""604"": 6, ""1286"": 6, ""1438"": 2, ""1193"": 2, ""1548"": 2, ""1232"": 2, ""1335"": 2, ""404"": 1, ""588"": 1, ""1465"": 1, ""3875"": 1, ""74"": 1, ""1217"": 1, ""2009"": 1, ""1492"": 1, ""1976"": 1, ""1566"": 1, ""1256"": 1, ""928"": 1, ""1281"": 1, ""270"": 1, ""1499"": 1, ""1365"": 1, ""366"": 1, ""2005"": 1, ""592"": 1, ""3881"": 1, ""654"": 1, ""3376"": 1, ""271"": 1, ""686"": 1, ""1451"": 1, ""784"": 1, ""3003"": 1, ""1547"": 1, ""819"": 1, ""1160"": 1}"
1961	NECKLACE	necklace	"{""1333"": 15, ""3325"": 11, ""1627"": 5, ""1860"": 4, ""2410"": 4, ""3878"": 3, ""1754"": 2, ""2012"": 2, ""1369"": 2, ""1029"": 2, ""874"": 1, ""2997"": 1, ""770"": 1, ""1631"": 1, ""1223"": 1, ""2524"": 1, ""845"": 1, ""1374"": 1, ""3977"": 1, ""362"": 1, ""2308"": 1, ""1346"": 1, ""1199"": 1, ""962"": 1}"	"{""1333"": 24, ""3325"": 23, ""1627"": 15, ""2410"": 13, ""3878"": 11, ""1369"": 11, ""1860"": 1, ""1754"": 6, ""1029"": 1, ""2012"": 3, ""2471"": 3, ""1374"": 3, ""3977"": 3, ""962"": 3, ""1367"": 2, ""770"": 2, ""2982"": 1, ""759"": 2, ""362"": 2, ""1380"": 2, ""1346"": 2, ""803"": 1, ""1427"": 1, ""874"": 1, ""1994"": 1, ""2997"": 1, ""1739"": 1, ""1426"": 1, ""1631"": 1, ""1646"": 1, ""1107"": 1, ""1040"": 1, ""1223"": 1, ""2524"": 1, ""1203"": 1, ""923"": 1, ""1559"": 1, ""845"": 1, ""131"": 1, ""3002"": 1, ""1306"": 1, ""712"": 1, ""763"": 1, ""2232"": 1, ""2308"": 1, ""1996"": 1, ""976"": 1, ""1259"": 1, ""1335"": 1, ""1199"": 1}"
509	CERTAIN	certainly	"{""509"": 1, ""1268"": 11, ""1240"": 5, ""3643"": 1, ""813"": 1, ""1187"": 1, ""3470"": 1, ""1198"": 1, ""1675"": 1, ""1396"": 1, ""698"": 1}"	"{""1268"": 29, ""509"": 4, ""1240"": 5, ""3300"": 4, ""971"": 3, ""3643"": 2, ""1676"": 2, ""813"": 2, ""1675"": 2, ""1019"": 2, ""1275"": 1, ""1157"": 1, ""1366"": 1, ""2483"": 1, ""1308"": 1, ""1441"": 1, ""1187"": 1, ""3470"": 1, ""1198"": 1, ""1376"": 1, ""647"": 1, ""508"": 1, ""255"": 1, ""1396"": 1, ""1343"": 1, ""2271"": 1, ""1657"": 1, ""3902"": 1, ""1443"": 1, ""1270"": 1, ""1579"": 1, ""698"": 1}"
325	FELT	felt	"{""1641"": 9, ""1892"": 9, ""794"": 5, ""1856"": 5, ""1616"": 4, ""2573"": 4, ""1079"": 3, ""2992"": 3, ""1591"": 3, ""964"": 3, ""27"": 1, ""3761"": 1, ""1425"": 1, ""771"": 1, ""2905"": 1, ""916"": 1, ""1720"": 1, ""648"": 1, ""594"": 1, ""1913"": 1, ""1993"": 1, ""2572"": 1, ""2562"": 1, ""763"": 1, ""850"": 1, ""1784"": 1}"	"{""1641"": 1, ""1892"": 19, ""1856"": 17, ""1616"": 13, ""964"": 10, ""2573"": 2, ""771"": 7, ""1079"": 6, ""1425"": 6, ""794"": 6, ""763"": 5, ""2992"": 5, ""1591"": 3, ""1035"": 2, ""1495"": 2, ""2411"": 2, ""789"": 2, ""1234"": 2, ""27"": 1, ""1663"": 1, ""1227"": 1, ""292"": 1, ""1593"": 1, ""3761"": 1, ""218"": 1, ""1303"": 1, ""1632"": 1, ""580"": 1, ""1898"": 1, ""606"": 1, ""1277"": 1, ""2705"": 1, ""3855"": 1, ""2905"": 1, ""629"": 1, ""916"": 1, ""688"": 1, ""1720"": 1, ""1783"": 1, ""648"": 1, ""594"": 1, ""1913"": 1, ""168"": 1, ""699"": 1, ""3066"": 1, ""1993"": 1, ""2572"": 1, ""1457"": 1, ""2562"": 1, ""1331"": 1, ""788"": 1, ""1522"": 1, ""850"": 1, ""1414"": 1, ""4035"": 1, ""1784"": 1, ""962"": 1}"
1172	SHOOT	shoot	"{""1566"": 1, ""1417"": 1, ""221"": 6, ""1927"": 2, ""910"": 2, ""1936"": 2, ""2301"": 2, ""2401"": 2, ""675"": 2, ""977"": 1, ""1461"": 1, ""1539"": 1, ""2618"": 1, ""1625"": 1, ""1326"": 1, ""2001"": 1, ""1433"": 1, ""1435"": 1, ""1107"": 1, ""3951"": 1, ""156"": 1, ""1172"": 1}"	"{""1566"": 4, ""1417"": 2, ""221"": 11, ""1114"": 6, ""1936"": 5, ""675"": 5, ""977"": 4, ""2618"": 4, ""653"": 4, ""994"": 3, ""1433"": 3, ""2401"": 3, ""1673"": 2, ""1927"": 2, ""1539"": 2, ""1625"": 2, ""910"": 2, ""1326"": 2, ""1435"": 1, ""2301"": 2, ""161"": 2, ""1313"": 1, ""216"": 1, ""2386"": 2, ""1591"": 2, ""935"": 2, ""1275"": 1, ""1461"": 1, ""722"": 1, ""1845"": 1, ""832"": 1, ""1820"": 1, ""946"": 1, ""1810"": 1, ""2587"": 1, ""2001"": 1, ""1631"": 1, ""2467"": 1, ""695"": 1, ""44"": 1, ""1265"": 1, ""2411"": 1, ""628"": 1, ""1752"": 1, ""1531"": 1, ""203"": 1, ""845"": 1, ""1104"": 1, ""1801"": 1, ""1107"": 1, ""3951"": 1, ""1951"": 1, ""1337"": 1, ""1136"": 1, ""1670"": 1, ""156"": 1, ""909"": 1, ""1172"": 1, ""2076"": 1, ""2628"": 1, ""1404"": 1, ""1075"": 1, ""3222"": 1, ""1817"": 1}"
1344	RAM	ram	"{""1331"": 19, ""619"": 6, ""1433"": 5, ""1393"": 5, ""1008"": 4, ""3086"": 4, ""1345"": 4, ""1502"": 4, ""1018"": 2, ""4011"": 2, ""579"": 1, ""2622"": 1, ""2940"": 1, ""2406"": 1, ""1553"": 1, ""1452"": 1, ""156"": 1, ""353"": 1}"	"{""1331"": 37, ""1393"": 9, ""1502"": 16, ""619"": 15, ""1433"": 13, ""1452"": 10, ""1008"": 9, ""1345"": 7, ""4011"": 7, ""1111"": 5, ""1018"": 5, ""3086"": 4, ""964"": 3, ""680"": 2, ""1938"": 2, ""1936"": 2, ""2940"": 2, ""820"": 2, ""1553"": 2, ""639"": 2, ""353"": 2, ""27"": 1, ""1793"": 1, ""579"": 1, ""1202"": 1, ""3142"": 1, ""837"": 1, ""1520"": 1, ""2622"": 1, ""201"": 1, ""153"": 1, ""1884"": 1, ""1680"": 1, ""2406"": 1, ""3612"": 1, ""2962"": 1, ""590"": 1, ""354"": 1, ""2526"": 1, ""156"": 1, ""568"": 1, ""2562"": 1, ""785"": 1, ""1346"": 1, ""1335"": 1}"
1657	TRUE	true	"{""3069"": 40, ""1657"": 7, ""837"": 6, ""1019"": 5, ""1725"": 4, ""1325"": 4, ""1035"": 3, ""1638"": 3, ""1120"": 2, ""923"": 2, ""2060"": 2, ""1404"": 2, ""3874"": 1, ""210"": 1, ""1812"": 1, ""3902"": 1}"	"{""3069"": 49, ""1120"": 16, ""837"": 15, ""1657"": 14, ""1725"": 11, ""1019"": 10, ""923"": 9, ""1638"": 9, ""2060"": 6, ""1325"": 5, ""215"": 5, ""1404"": 5, ""100"": 4, ""1035"": 4, ""1411"": 3, ""210"": 2, ""2571"": 2, ""1812"": 2, ""3902"": 2, ""1599"": 2, ""3643"": 1, ""1890"": 1, ""946"": 1, ""509"": 1, ""1466"": 1, ""2316"": 1, ""1607"": 1, ""1223"": 1, ""3628"": 1, ""3960"": 1, ""3874"": 1, ""3469"": 1, ""1598"": 1, ""683"": 1, ""2526"": 1, ""1147"": 1, ""200"": 1, ""1993"": 1, ""1115"": 1, ""2717"": 1, ""1535"": 1, ""1695"": 1, ""1268"": 1}"
379	BLUNT	dull	"{""905"": 1, ""1396"": 6, ""1352"": 5, ""2181"": 3, ""153"": 2, ""1518"": 2, ""379"": 1, ""1366"": 1, ""1613"": 1, ""3858"": 1, ""2239"": 1, ""813"": 1, ""1633"": 1, ""1277"": 1, ""647"": 1, ""961"": 1, ""2578"": 1, ""789"": 1, ""683"": 1, ""3870"": 1, ""699"": 1, ""3977"": 1, ""1430"": 1, ""984"": 1}"	"{""905"": 2, ""1352"": 11, ""153"": 10, ""1396"": 9, ""379"": 7, ""1518"": 7, ""2181"": 5, ""1633"": 4, ""869"": 3, ""652"": 3, ""673"": 3, ""3977"": 3, ""2341"": 1, ""813"": 1, ""1492"": 2, ""2578"": 2, ""3870"": 2, ""1039"": 2, ""1757"": 2, ""984"": 2, ""1028"": 2, ""2548"": 1, ""747"": 1, ""963"": 1, ""1366"": 1, ""3743"": 1, ""679"": 1, ""1008"": 1, ""1310"": 1, ""1613"": 1, ""3858"": 1, ""1432"": 1, ""1217"": 1, ""2239"": 1, ""1659"": 1, ""1398"": 1, ""1624"": 1, ""1560"": 1, ""1301"": 1, ""580"": 1, ""1552"": 1, ""1277"": 1, ""320"": 1, ""630"": 1, ""2301"": 1, ""216"": 1, ""502"": 1, ""1129"": 1, ""647"": 1, ""961"": 1, ""789"": 1, ""683"": 1, ""1413"": 1, ""1314"": 1, ""151"": 1, ""1395"": 1, ""699"": 1, ""2783"": 1, ""251"": 1, ""708"": 1, ""701"": 1, ""1234"": 1, ""1096"": 1, ""1430"": 1, ""1788"": 1, ""1244"": 1, ""2992"": 1, ""952"": 1}"
2404	SANTA CLAUS	Santa Claus	"{""2405"": 51, ""156"": 7, ""1471"": 2, ""1305"": 1, ""1936"": 1, ""1037"": 1, ""215"": 1, ""2982"": 1, ""2404"": 1, ""1620"": 1}"	"{""2405"": 68, ""156"": 26, ""678"": 13, ""1876"": 9, ""16"": 1, ""784"": 7, ""1305"": 5, ""2404"": 5, ""1471"": 5, ""2099"": 3, ""2855"": 3, ""1037"": 3, ""1304"": 2, ""2982"": 1, ""1936"": 1, ""1560"": 1, ""194"": 1, ""323"": 1, ""215"": 1, ""1554"": 1, ""4015"": 1, ""281"": 1, ""1620"": 1, ""2060"": 1, ""764"": 1, ""906"": 1, ""2386"": 1, ""1232"": 1, ""1335"": 1, ""1610"": 1}"
1248	EYE	eyes	"{""837"": 15, ""1409"": 11, ""1221"": 7, ""1247"": 1, ""1560"": 5, ""2519"": 1, ""1819"": 4, ""1425"": 3, ""811"": 3, ""1898"": 2, ""1156"": 2, ""1498"": 1, ""1655"": 1, ""679"": 1, ""1613"": 1, ""1171"": 1, ""674"": 1, ""1726"": 1, ""1213"": 1}"	"{""837"": 25, ""1409"": 24, ""1221"": 13, ""2519"": 8, ""1898"": 12, ""1819"": 10, ""1247"": 1, ""1560"": 9, ""1425"": 8, ""811"": 8, ""2409"": 7, ""1655"": 5, ""674"": 5, ""1427"": 4, ""679"": 4, ""1395"": 4, ""1156"": 3, ""753"": 3, ""989"": 2, ""1613"": 2, ""1256"": 2, ""2410"": 2, ""1498"": 1, ""1845"": 1, ""1653"": 1, ""1583"": 1, ""1173"": 1, ""2618"": 1, ""1730"": 1, ""1510"": 1, ""1467"": 1, ""589"": 1, ""11"": 1, ""2009"": 1, ""1398"": 1, ""1540"": 1, ""2573"": 1, ""2940"": 1, ""683"": 1, ""3299"": 1, ""630"": 1, ""478"": 1, ""1171"": 1, ""208"": 1, ""1888"": 1, ""789"": 1, ""3061"": 1, ""593"": 1, ""1776"": 1, ""1046"": 1, ""2060"": 1, ""1651"": 1, ""1380"": 1, ""1638"": 1, ""1650"": 1, ""3545"": 1, ""1726"": 1, ""1213"": 1}"
1509	MOSQUITO	mosquito	"{""1403"": 31, ""1027"": 15, ""2963"": 7, ""620"": 5, ""3059"": 4, ""1441"": 2, ""1509"": 2, ""1986"": 1, ""307"": 1, ""149"": 1, ""378"": 1, ""3160"": 1, ""1246"": 1, ""571"": 1, ""1342"": 1, ""1145"": 1, ""1548"": 1}"	"{""1403"": 56, ""1027"": 22, ""3855"": 19, ""3059"": 15, ""946"": 14, ""620"": 14, ""2963"": 10, ""1441"": 8, ""1342"": 6, ""149"": 4, ""1509"": 3, ""1246"": 3, ""1986"": 2, ""1783"": 2, ""666"": 2, ""3160"": 2, ""571"": 2, ""1145"": 2, ""825"": 1, ""905"": 1, ""1525"": 1, ""1625"": 1, ""1247"": 1, ""1551"": 1, ""1534"": 1, ""307"": 1, ""3808"": 1, ""1417"": 1, ""2795"": 1, ""1382"": 1, ""539"": 1, ""3883"": 1, ""378"": 1, ""763"": 1, ""1316"": 1, ""1548"": 1, ""948"": 1}"
787	SAIL	sail	"{""1844"": 62, ""740"": 7, ""960"": 4, ""948"": 3, ""1474"": 2, ""1616"": 1, ""1574"": 1, ""1441"": 1, ""645"": 1, ""160"": 1, ""1732"": 1, ""1543"": 1, ""1193"": 1, ""97"": 1, ""1335"": 1}"	"{""1844"": 82, ""960"": 36, ""948"": 19, ""645"": 15, ""740"": 11, ""1474"": 10, ""1335"": 9, ""1616"": 6, ""184"": 5, ""1441"": 4, ""837"": 3, ""227"": 3, ""1543"": 3, ""1574"": 2, ""2340"": 2, ""97"": 2, ""3665"": 2, ""27"": 1, ""1870"": 1, ""1202"": 1, ""1227"": 1, ""1752"": 1, ""3427"": 1, ""1641"": 1, ""213"": 1, ""2638"": 1, ""1265"": 1, ""622"": 1, ""307"": 1, ""167"": 1, ""1078"": 1, ""2301"": 1, ""1338"": 1, ""168"": 1, ""787"": 1, ""4026"": 1, ""160"": 1, ""2349"": 1, ""1088"": 1, ""1732"": 1, ""1193"": 1, ""858"": 1, ""978"": 1, ""957"": 1, ""1340"": 1}"
3139	LADYBUG	ladybird	"{""156"": 10, ""3139"": 1, ""1027"": 7, ""620"": 7, ""937"": 4, ""2242"": 3, ""1441"": 3, ""2009"": 2, ""1725"": 1, ""1551"": 1, ""221"": 1, ""239"": 1, ""1425"": 1, ""624"": 1, ""2039"": 1, ""899"": 1, ""1096"": 1, ""1854"": 1, ""2837"": 1, ""717"": 1}"	"{""156"": 21, ""620"": 18, ""1027"": 15, ""3139"": 1, ""1441"": 1, ""2242"": 6, ""937"": 5, ""2009"": 4, ""1342"": 4, ""2410"": 3, ""1096"": 3, ""163"": 2, ""239"": 2, ""586"": 2, ""899"": 2, ""519"": 2, ""717"": 2, ""1424"": 2, ""587"": 1, ""837"": 1, ""679"": 1, ""1070"": 1, ""1791"": 1, ""2099"": 1, ""1725"": 1, ""2934"": 1, ""1201"": 1, ""1551"": 1, ""221"": 1, ""1035"": 1, ""1425"": 1, ""2471"": 1, ""624"": 1, ""628"": 1, ""2039"": 1, ""3897"": 1, ""3446"": 1, ""1474"": 1, ""1246"": 1, ""1595"": 1, ""1854"": 1, ""1537"": 1, ""3138"": 1, ""1343"": 1, ""2837"": 1, ""1142"": 1, ""962"": 1}"
3357	CUPBOARD	closet	"{""1895"": 3, ""3106"": 10, ""1567"": 9, ""3357"": 7, ""706"": 3, ""1465"": 2, ""589"": 2, ""1460"": 2, ""1107"": 2, ""2668"": 2, ""1480"": 1, ""245"": 1, ""2409"": 1, ""2517"": 1, ""1326"": 1, ""1429"": 1, ""770"": 1, ""2406"": 1, ""1942"": 1, ""1450"": 1, ""745"": 1, ""1381"": 1, ""3006"": 1, ""948"": 1}"	"{""1895"": 3, ""1567"": 16, ""3106"": 16, ""3357"": 2, ""706"": 11, ""1246"": 6, ""589"": 5, ""770"": 5, ""2668"": 5, ""1107"": 4, ""1381"": 4, ""1803"": 4, ""245"": 3, ""1465"": 3, ""603"": 3, ""1460"": 3, ""1450"": 3, ""2486"": 1, ""1121"": 2, ""3006"": 2, ""933"": 2, ""948"": 2, ""2505"": 1, ""1202"": 1, ""1480"": 1, ""585"": 1, ""2409"": 1, ""2517"": 1, ""11"": 1, ""1230"": 1, ""4030"": 1, ""1326"": 1, ""474"": 1, ""1406"": 1, ""1429"": 1, ""2406"": 1, ""1252"": 1, ""164"": 1, ""916"": 1, ""1942"": 1, ""745"": 1, ""1547"": 1, ""1485"": 1}"
