CONCEPTICON_ID	CONCEPTICON_GLOSS	DUTCH	R1	R123
614	HILL	heuvel	"{""639"": 34, ""606"": 4, ""1246"": 1, ""1425"": 3, ""1102"": 4, ""1592"": 1, ""671"": 1}"	"{""639"": 40, ""1425"": 14, ""1102"": 10, ""784"": 2, ""606"": 11, ""3304"": 1, ""1246"": 1, ""2458"": 1, ""1251"": 1, ""667"": 1, ""1265"": 2, ""1343"": 1, ""1262"": 1, ""978"": 1, ""906"": 2, ""1592"": 2, ""671"": 1, ""2717"": 1}"
239	FLOWER	bloem	"{""2303"": 1, ""1537"": 2, ""156"": 3, ""1427"": 4, ""1368"": 4, ""1343"": 2, ""1586"": 3, ""665"": 2, ""1342"": 3, ""1425"": 2, ""948"": 1, ""991"": 1, ""1100"": 1, ""606"": 1}"	"{""2303"": 2, ""1613"": 11, ""1100"": 2, ""1537"": 4, ""2997"": 1, ""1342"": 9, ""156"": 3, ""1228"": 1, ""1427"": 11, ""376"": 1, ""2099"": 1, ""1368"": 6, ""1335"": 3, ""3368"": 1, ""1343"": 3, ""1425"": 4, ""3446"": 1, ""3304"": 1, ""948"": 3, ""1586"": 6, ""3235"": 1, ""665"": 5, ""628"": 3, ""2148"": 2, ""991"": 2, ""1424"": 3, ""962"": 1, ""606"": 3}"
1483	NINE	negen	"{""1705"": 3, ""1515"": 22, ""1356"": 27, ""1035"": 2, ""492"": 1, ""1207"": 1, ""1704"": 1, ""1294"": 1, ""1703"": 1, ""1714"": 1}"	"{""1705"": 13, ""1198"": 2, ""1515"": 38, ""1706"": 5, ""1707"": 5, ""1356"": 45, ""1323"": 1, ""1379"": 1, ""1703"": 6, ""658"": 4, ""1226"": 3, ""1035"": 6, ""492"": 5, ""1704"": 4, ""1246"": 1, ""1420"": 4, ""1207"": 1, ""2099"": 1, ""1702"": 1, ""1294"": 1, ""1242"": 1, ""1123"": 2, ""1208"": 1, ""372"": 1, ""1357"": 1, ""1548"": 1, ""1714"": 1, ""1775"": 1}"
1663	BED	bed	"{""1585"": 65, ""1044"": 2, ""806"": 2, ""1202"": 2, ""1775"": 1, ""1232"": 1, ""1856"": 3}"	"{""1585"": 82, ""1044"": 26, ""806"": 8, ""1920"": 8, ""1232"": 16, ""1856"": 10, ""948"": 1, ""1339"": 1, ""1202"": 3, ""1265"": 1, ""1757"": 9, ""1820"": 1, ""672"": 1, ""1233"": 7, ""1775"": 2, ""1476"": 2, ""1663"": 1, ""1803"": 1, ""1646"": 1, ""1788"": 1, ""1847"": 1, ""706"": 1}"
700	CARRY	dragen	"{""1210"": 9, ""1289"": 5, ""809"": 1, ""1895"": 8, ""2099"": 8, ""615"": 1, ""1616"": 1, ""1216"": 1, ""1123"": 1, ""785"": 1}"	"{""1210"": 25, ""1895"": 11, ""1289"": 13, ""809"": 2, ""1216"": 3, ""2099"": 16, ""1803"": 1, ""615"": 1, ""1616"": 2, ""771"": 1, ""948"": 1, ""1357"": 1, ""1439"": 1, ""1427"": 2, ""1862"": 2, ""1471"": 1, ""1288"": 1, ""1123"": 1, ""1102"": 1, ""785"": 1, ""639"": 1}"
3545	WATERY	waterig	"{""1726"": 21, ""1639"": 1, ""58"": 1, ""2308"": 6, ""1474"": 2, ""1248"": 1, ""2998"": 1, ""1771"": 1, ""1601"": 1, ""507"": 1, ""592"": 1, ""1524"": 1, ""948"": 3, ""1633"": 2, ""3754"": 1, ""537"": 1, ""658"": 1, ""1292"": 1, ""2766"": 1}"	"{""837"": 1, ""2998"": 8, ""1726"": 33, ""1639"": 2, ""658"": 5, ""2308"": 17, ""1507"": 1, ""1299"": 3, ""1771"": 3, ""58"": 1, ""948"": 5, ""3754"": 5, ""1474"": 2, ""1401"": 1, ""1248"": 1, ""1613"": 1, ""1601"": 1, ""1633"": 3, ""507"": 1, ""592"": 2, ""1524"": 1, ""153"": 1, ""630"": 1, ""537"": 2, ""986"": 1, ""1287"": 1, ""640"": 1, ""647"": 1, ""1292"": 1, ""2766"": 1}"
244	LEFT	links	"{""1019"": 55, ""1098"": 1, ""1425"": 2, ""156"": 1, ""1277"": 1, ""1824"": 1}"	"{""1019"": 69, ""1277"": 10, ""156"": 4, ""3086"": 4, ""1098"": 1, ""1468"": 1, ""1111"": 2, ""606"": 1, ""1425"": 3, ""667"": 1, ""1672"": 3, ""837"": 1, ""1432"": 1, ""1824"": 1, ""1613"": 1, ""584"": 1, ""1819"": 1, ""1223"": 1}"
778	SMOKE (EXHAUST)	rook	"{""221"": 48, ""969"": 18, ""1489"": 1, ""1193"": 1}"	"{""221"": 63, ""969"": 53, ""1489"": 2, ""1150"": 1, ""1654"": 1, ""127"": 1, ""163"": 2, ""1586"": 3, ""1335"": 1, ""1193"": 3, ""1230"": 1, ""249"": 2, ""1232"": 1, ""1419"": 1, ""1273"": 2, ""1803"": 1, ""537"": 1, ""292"": 1, ""153"": 1}"
619	ANIMAL	dier	"{""2009"": 24, ""1208"": 16, ""1136"": 4, ""2470"": 2, ""1007"": 2, ""1220"": 1, ""615"": 4, ""1862"": 1, ""1350"": 1, ""1856"": 1, ""937"": 1, ""1491"": 2, ""1628"": 1, ""1502"": 1, ""522"": 1, ""1386"": 1, ""846"": 1, ""1336"": 1, ""1290"": 1, ""1427"": 1, ""503"": 1}"	"{""1336"": 3, ""2009"": 50, ""1208"": 40, ""1136"": 7, ""1862"": 4, ""1290"": 5, ""1856"": 5, ""1422"": 1, ""2470"": 5, ""1350"": 3, ""227"": 6, ""846"": 2, ""1007"": 4, ""1220"": 1, ""615"": 16, ""1040"": 1, ""1120"": 1, ""937"": 7, ""1491"": 6, ""1252"": 2, ""1820"": 1, ""1337"": 1, ""1628"": 3, ""906"": 1, ""634"": 1, ""1502"": 2, ""1386"": 2, ""522"": 1, ""1331"": 2, ""587"": 1, ""3089"": 1, ""1427"": 2, ""946"": 1, ""503"": 2, ""1504"": 1, ""948"": 1, ""1198"": 1}"
3129	SKATE	rolschaatsen	"{""710"": 1, ""2099"": 3, ""1280"": 5, ""667"": 1, ""3124"": 1, ""1207"": 1, ""584"": 1, ""1424"": 1, ""1381"": 1}"	"{""1280"": 28, ""1631"": 7, ""710"": 1, ""1381"": 2, ""1342"": 3, ""2099"": 4, ""667"": 1, ""1246"": 1, ""3124"": 2, ""156"": 1, ""1207"": 1, ""2316"": 1, ""673"": 1, ""1879"": 1, ""584"": 1, ""1229"": 1, ""1424"": 1, ""1602"": 1}"
1861	ACTIVE	actief	"{""2755"": 19, ""1564"": 2, ""825"": 2, ""1443"": 2, ""3124"": 1, ""1207"": 2}"	"{""2755"": 28, ""1207"": 9, ""1564"": 3, ""785"": 1, ""1879"": 1, ""825"": 3, ""1443"": 7, ""3124"": 1, ""1422"": 1, ""1631"": 2, ""701"": 1, ""1209"": 1, ""1225"": 1, ""774"": 1, ""2112"": 1}"
1713	EIGHTEEN	achttien	"{""1226"": 7, ""1207"": 11, ""1111"": 4, ""1463"": 1, ""2453"": 1, ""1646"": 1, ""1714"": 3, ""1495"": 1, ""1356"": 7, ""1515"": 1, ""1123"": 1}"	"{""1226"": 10, ""1207"": 21, ""1356"": 13, ""1646"": 4, ""1420"": 1, ""672"": 1, ""741"": 6, ""1111"": 9, ""1427"": 2, ""2316"": 3, ""978"": 1, ""1463"": 1, ""2453"": 1, ""1710"": 3, ""1714"": 3, ""1357"": 2, ""1537"": 1, ""1495"": 1, ""1515"": 1, ""1705"": 1, ""1123"": 1, ""2427"": 1, ""1483"": 1, ""673"": 1}"
55	WHISPER	fluisteren	"{""48"": 31, ""1623"": 2, ""1247"": 6, ""1856"": 8, ""1458"": 2, ""1608"": 1, ""2470"": 1, ""615"": 1, ""996"": 1}"	"{""48"": 46, ""1623"": 6, ""1247"": 23, ""1856"": 12, ""1408"": 1, ""1608"": 6, ""1458"": 3, ""673"": 1, ""1419"": 1, ""1246"": 1, ""2470"": 4, ""674"": 2, ""1277"": 1, ""1270"": 1, ""1663"": 1, ""1498"": 1, ""1518"": 1, ""1625"": 1, ""1585"": 2, ""615"": 1, ""996"": 1, ""1233"": 1, ""1349"": 1, ""258"": 1, ""1307"": 1}"
1788	TELEVISION	televisie	"{""1416"": 1, ""1613"": 3, ""216"": 10, ""163"": 1, ""905"": 3, ""1819"": 4, ""3106"": 1, ""194"": 1, ""850"": 1}"	"{""905"": 5, ""1416"": 1, ""928"": 1, ""216"": 20, ""1548"": 1, ""1629"": 6, ""1613"": 7, ""163"": 2, ""1471"": 1, ""1585"": 2, ""1750"": 1, ""1819"": 5, ""3106"": 1, ""1343"": 1, ""1564"": 1, ""653"": 1, ""194"": 1, ""850"": 1}"
1379	TELEPHONE	telefoon	"{""3133"": 20, ""1623"": 2, ""2246"": 2, ""1426"": 1, ""1824"": 2, ""2924"": 1, ""963"": 1, ""1216"": 1}"	"{""3133"": 37, ""1247"": 1, ""1623"": 6, ""2246"": 2, ""194"": 2, ""1824"": 4, ""1426"": 1, ""3002"": 1, ""963"": 3, ""163"": 2, ""2625"": 1, ""2755"": 1, ""2924"": 1, ""1216"": 1, ""1235"": 1, ""1263"": 1}"
1504	FLY (INSECT)	vlieg	"{""1230"": 4, ""1441"": 8, ""1246"": 7, ""3306"": 1, ""1342"": 3, ""1625"": 3, ""163"": 5, ""1507"": 1, ""1375"": 1, ""1631"": 1, ""1597"": 1, ""619"": 1}"	"{""1230"": 7, ""1246"": 10, ""1631"": 2, ""1548"": 2, ""163"": 22, ""1441"": 14, ""3306"": 1, ""1342"": 11, ""1336"": 1, ""1248"": 1, ""1625"": 5, ""619"": 4, ""377"": 1, ""1507"": 1, ""2009"": 1, ""1375"": 1, ""239"": 2, ""1829"": 1, ""153"": 1, ""503"": 1, ""1597"": 2}"
1147	PURE	zuiver	"{""704"": 52, ""635"": 2, ""948"": 11, ""1147"": 10, ""2099"": 1}"	"{""704"": 86, ""948"": 28, ""1147"": 23, ""635"": 3, ""1120"": 11, ""2099"": 2, ""219"": 1, ""1335"": 5, ""946"": 1, ""1252"": 1, ""239"": 1, ""590"": 1, ""1427"": 6, ""666"": 1, ""1035"": 1, ""788"": 1, ""3762"": 1, ""604"": 2, ""1453"": 1, ""3754"": 1, ""1616"": 1}"
1457	SEW	naaien	"{""3097"": 8, ""1895"": 3, ""1382"": 28, ""474"": 1, ""2905"": 4, ""734"": 2, ""757"": 1, ""964"": 1, ""1496"": 2, ""1427"": 1, ""3118"": 1}"	"{""3097"": 19, ""1382"": 56, ""1895"": 10, ""1496"": 8, ""2905"": 5, ""757"": 3, ""474"": 1, ""4035"": 3, ""734"": 2, ""964"": 2, ""809"": 2, ""1850"": 1, ""1427"": 1, ""1216"": 5, ""962"": 1, ""3118"": 1, ""1100"": 1, ""1453"": 1, ""588"": 1, ""584"": 1}"
1274	SALT	zout	"{""1385"": 20, ""1474"": 18, ""1230"": 1, ""744"": 1, ""1335"": 5, ""1336"": 2, ""948"": 3, ""1398"": 1, ""717"": 3, ""1906"": 1, ""1368"": 2, ""544"": 1}"	"{""1385"": 30, ""1474"": 41, ""1906"": 3, ""1230"": 4, ""744"": 3, ""634"": 1, ""1336"": 19, ""1335"": 13, ""784"": 3, ""847"": 7, ""948"": 4, ""1574"": 1, ""1543"": 1, ""1398"": 2, ""639"": 1, ""2458"": 1, ""1292"": 1, ""3748"": 1, ""717"": 4, ""671"": 1, ""1368"": 2, ""1100"": 1, ""1030"": 1, ""1228"": 1, ""544"": 1}"
1231	NEW	nieuw	"{""1111"": 4, ""1229"": 12, ""1427"": 8, ""243"": 5, ""1252"": 3, ""1895"": 2, ""654"": 1, ""1869"": 1, ""2758"": 1, ""3053"": 2, ""1289"": 1, ""1207"": 1, ""1844"": 1, ""1231"": 1}"	"{""1111"": 9, ""1229"": 18, ""1226"": 4, ""1427"": 17, ""1147"": 1, ""1252"": 7, ""2470"": 1, ""1426"": 6, ""3002"": 1, ""704"": 6, ""243"": 6, ""1207"": 2, ""1895"": 4, ""654"": 1, ""1869"": 3, ""504"": 3, ""2427"": 1, ""2758"": 1, ""3053"": 3, ""1202"": 1, ""1289"": 1, ""1844"": 1, ""1335"": 1, ""1231"": 1, ""474"": 1}"
1409	SEE	zien	"{""1819"": 30, ""1898"": 5, ""1408"": 12, ""1248"": 3, ""1586"": 2, ""216"": 1, ""239"": 1}"	"{""1898"": 34, ""1819"": 46, ""1248"": 5, ""1408"": 21, ""1608"": 1, ""1586"": 8, ""1653"": 2, ""724"": 4, ""1343"": 1, ""1560"": 2, ""216"": 4, ""1375"": 1, ""1427"": 3, ""630"": 3, ""1396"": 1, ""1788"": 2, ""1548"": 1, ""239"": 1, ""1111"": 1, ""3304"": 1, ""1410"": 1}"
2606	COMPASS	kompas	"{""1468"": 1, ""1382"": 5, ""667"": 4, ""1844"": 2, ""1474"": 2, ""1597"": 1, ""1395"": 1, ""784"": 1}"	"{""667"": 12, ""1468"": 3, ""1382"": 10, ""787"": 3, ""1474"": 7, ""1844"": 2, ""1395"": 4, ""1228"": 1, ""948"": 3, ""3762"": 1, ""2625"": 4, ""1343"": 1, ""1316"": 1, ""1427"": 1, ""119"": 1, ""1597"": 2, ""784"": 1, ""606"": 1}"
1500	FOUR	vier	"{""1356"": 27, ""493"": 11, ""492"": 2, ""789"": 1, ""1639"": 1, ""1498"": 1, ""1493"": 1, ""1420"": 1}"	"{""1356"": 37, ""493"": 20, ""1367"": 1, ""1703"": 4, ""1704"": 1, ""492"": 5, ""1498"": 4, ""1775"": 2, ""789"": 2, ""1639"": 1, ""1420"": 5, ""1111"": 1, ""2625"": 1, ""619"": 1, ""648"": 1, ""221"": 2, ""1493"": 1, ""850"": 1, ""1515"": 1}"
1280	FALL	vallen	"{""1210"": 1, ""1602"": 13, ""34"": 2, ""857"": 4, ""3702"": 1, ""1265"": 1, ""963"": 2, ""639"": 1, ""1129"": 3, ""1593"": 1, ""2991"": 1}"	"{""1210"": 1, ""1518"": 1, ""1602"": 16, ""1593"": 3, ""34"": 5, ""1265"": 6, ""857"": 7, ""963"": 6, ""1494"": 1, ""946"": 11, ""1355"": 4, ""3702"": 1, ""640"": 1, ""1006"": 1, ""1884"": 2, ""628"": 1, ""1569"": 1, ""216"": 1, ""639"": 1, ""906"": 1, ""1829"": 2, ""1280"": 1, ""1129"": 3, ""163"": 1, ""156"": 2, ""1277"": 1, ""588"": 1, ""2099"": 3, ""721"": 1, ""615"": 2, ""673"": 1, ""619"": 1, ""2991"": 1}"
1234	SMOOTH	vlot	"{""686"": 5, ""1631"": 27, ""948"": 14, ""666"": 2, ""1844"": 9, ""1574"": 1, ""1803"": 6, ""1035"": 1, ""724"": 1}"	"{""1631"": 44, ""686"": 18, ""1574"": 7, ""3702"": 2, ""948"": 35, ""1844"": 15, ""666"": 3, ""1474"": 4, ""2623"": 1, ""906"": 1, ""1310"": 2, ""1035"": 4, ""1623"": 2, ""1307"": 1, ""1803"": 9, ""1088"": 2, ""1904"": 1, ""3235"": 1, ""1726"": 1, ""1895"": 1, ""724"": 1, ""1672"": 1, ""1275"": 1, ""683"": 1, ""1439"": 1, ""1824"": 1}"
1426	EXPENSIVE	duur	"{""1209"": 1, ""3002"": 6, ""1887"": 9, ""418"": 4, ""712"": 1, ""1895"": 2, ""1252"": 1, ""718"": 1, ""1673"": 1, ""1869"": 1, ""1111"": 3, ""1884"": 1}"	"{""1209"": 1, ""3002"": 8, ""1887"": 14, ""1111"": 7, ""2470"": 1, ""1252"": 6, ""712"": 8, ""418"": 9, ""1895"": 4, ""1869"": 5, ""1631"": 1, ""718"": 2, ""1673"": 4, ""1443"": 1, ""1427"": 1, ""163"": 1, ""3086"": 1, ""1884"": 2, ""1198"": 1, ""1645"": 2}"
1002	STATUE	standbeeld	"{""153"": 2, ""1202"": 4, ""48"": 3, ""857"": 4, ""1474"": 1, ""1181"": 1, ""683"": 1}"	"{""153"": 3, ""1884"": 1, ""1202"": 13, ""48"": 4, ""1265"": 3, ""1625"": 1, ""615"": 4, ""1427"": 2, ""857"": 11, ""590"": 1, ""905"": 3, ""1548"": 2, ""1474"": 1, ""1554"": 2, ""584"": 1, ""1938"": 1, ""1210"": 1, ""1181"": 1, ""1285"": 3, ""683"": 5, ""1277"": 1, ""1425"": 2, ""1399"": 1}"
1309	ASK (INQUIRE)	vragen	"{""1275"": 31, ""504"": 2, ""1235"": 1, ""1270"": 1, ""589"": 1, ""1236"": 1, ""667"": 1, ""1410"": 2, ""1030"": 1, ""584"": 1, ""2099"": 1}"	"{""1275"": 46, ""1410"": 6, ""584"": 2, ""1270"": 5, ""504"": 5, ""1819"": 1, ""1725"": 1, ""1468"": 3, ""1198"": 2, ""1236"": 4, ""1310"": 1, ""1608"": 1, ""1235"": 1, ""1237"": 2, ""589"": 1, ""3235"": 1, ""1239"": 1, ""667"": 1, ""1784"": 1, ""2099"": 2, ""628"": 1, ""1757"": 1, ""1030"": 1, ""1518"": 1, ""673"": 2}"
1721	SEVENTY	zeventig	"{""1718"": 1, ""1229"": 23, ""1356"": 16, ""2112"": 4, ""1722"": 5, ""1226"": 9, ""1349"": 1, ""1198"": 2, ""698"": 1, ""153"": 2, ""1496"": 1, ""1327"": 1}"	"{""1718"": 2, ""1229"": 42, ""1898"": 1, ""1356"": 26, ""2112"": 10, ""1722"": 6, ""1724"": 5, ""1634"": 5, ""1226"": 13, ""1395"": 2, ""1217"": 1, ""1349"": 1, ""1383"": 5, ""1496"": 3, ""1198"": 8, ""153"": 7, ""3130"": 1, ""698"": 1, ""1704"": 2, ""1294"": 1, ""505"": 2, ""1327"": 1, ""1847"": 1}"
3754	TRANSPARENT	doorzichtig	"{""604"": 31, ""654"": 7, ""630"": 1, ""948"": 1, ""1375"": 5, ""1335"": 1, ""648"": 1, ""686"": 1, ""1567"": 1, ""3710"": 1, ""1601"": 1}"	"{""604"": 57, ""2308"": 1, ""948"": 15, ""654"": 8, ""1375"": 23, ""1567"": 2, ""1335"": 5, ""1207"": 1, ""1624"": 1, ""686"": 5, ""630"": 5, ""683"": 1, ""3090"": 1, ""3710"": 3, ""1775"": 1, ""1819"": 6, ""1898"": 4, ""648"": 1, ""1120"": 2, ""1409"": 1, ""658"": 1, ""1601"": 1, ""216"": 1, ""1868"": 1}"
45	EVIL	kwaad	"{""1826"": 53, ""156"": 4, ""1518"": 1, ""26"": 1, ""1035"": 1, ""1230"": 1, ""1292"": 1}"	"{""1826"": 62, ""156"": 13, ""1518"": 3, ""145"": 3, ""715"": 1, ""1419"": 1, ""377"": 1, ""1292"": 8, ""1272"": 1, ""946"": 1, ""1230"": 3, ""26"": 1, ""1403"": 1, ""2902"": 1, ""1548"": 1, ""1035"": 3, ""45"": 1, ""3306"": 1}"
978	WAVE	golf	"{""1474"": 26, ""1111"": 6, ""1217"": 1, ""1518"": 1, ""948"": 7, ""741"": 1, ""3132"": 4, ""1845"": 8, ""606"": 2, ""1439"": 1, ""905"": 1, ""1425"": 1}"	"{""1474"": 41, ""1111"": 11, ""905"": 3, ""1217"": 1, ""948"": 19, ""1439"": 2, ""3132"": 12, ""606"": 8, ""1425"": 4, ""1274"": 2, ""1518"": 1, ""712"": 2, ""741"": 1, ""1342"": 3, ""1232"": 1, ""1904"": 1, ""1845"": 15, ""1295"": 5, ""3306"": 1, ""584"": 1, ""2623"": 1, ""671"": 1, ""1426"": 2, ""1265"": 1}"
493	FIVE	vijf	"{""1356"": 17, ""1703"": 8, ""1277"": 7, ""1500"": 8, ""492"": 2, ""1515"": 4, ""1493"": 1, ""1420"": 1}"	"{""1356"": 33, ""1277"": 20, ""1379"": 1, ""1703"": 11, ""1704"": 1, ""1430"": 1, ""1368"": 1, ""1500"": 11, ""492"": 6, ""1498"": 6, ""1207"": 2, ""1515"": 7, ""2099"": 1, ""1493"": 1, ""1420"": 5, ""1709"": 1, ""1710"": 2, ""1323"": 1, ""963"": 2, ""1775"": 1}"
2766	WATERMELON	watermeloen	"{""1507"": 15, ""156"": 14, ""864"": 1, ""1425"": 6, ""1342"": 13, ""847"": 1, ""1202"": 5, ""1336"": 1, ""948"": 1, ""1395"": 1}"	"{""1507"": 20, ""1726"": 2, ""156"": 32, ""948"": 11, ""1342"": 35, ""864"": 1, ""1425"": 12, ""1343"": 1, ""906"": 1, ""163"": 1, ""1395"": 7, ""3446"": 1, ""1202"": 15, ""717"": 5, ""847"": 3, ""1210"": 4, ""1336"": 1, ""2340"": 1, ""3130"": 1, ""1244"": 1, ""507"": 1, ""1232"": 1}"
3106	WARDROBE	kast	"{""1895"": 19, ""1803"": 14, ""1567"": 8, ""1044"": 1, ""1476"": 6, ""1202"": 2, ""1775"": 3, ""2409"": 3, ""589"": 1, ""1824"": 1}"	"{""1895"": 41, ""1246"": 1, ""1803"": 35, ""1472"": 2, ""809"": 1, ""1336"": 5, ""1567"": 10, ""1044"": 1, ""1476"": 9, ""1775"": 8, ""2409"": 13, ""1202"": 6, ""1481"": 1, ""1252"": 1, ""1171"": 1, ""658"": 1, ""1216"": 1, ""1663"": 3, ""1223"": 1, ""1210"": 1, ""1426"": 1, ""706"": 1, ""589"": 1, ""1824"": 1}"
1248	EYE	oog	"{""2303"": 3, ""1819"": 4, ""1898"": 8, ""1382"": 1, ""837"": 7, ""1409"": 26, ""1427"": 2, ""1653"": 1, ""1320"": 1, ""1395"": 1, ""1221"": 1, ""2409"": 2, ""1285"": 1, ""1247"": 2, ""1560"": 1}"	"{""837"": 22, ""2409"": 5, ""1613"": 3, ""1898"": 36, ""2303"": 7, ""1382"": 7, ""1409"": 38, ""1819"": 12, ""1653"": 5, ""1247"": 5, ""674"": 1, ""724"": 1, ""1427"": 4, ""1560"": 3, ""624"": 1, ""1007"": 1, ""948"": 1, ""1498"": 3, ""1425"": 1, ""1320"": 1, ""1335"": 1, ""1468"": 1, ""1395"": 1, ""1221"": 2, ""1406"": 1, ""1285"": 2, ""156"": 1, ""1030"": 1}"
707	REMEMBER	onthouden	"{""584"": 2, ""1256"": 3, ""1285"": 1, ""504"": 3, ""1198"": 1, ""1415"": 1, ""1750"": 1}"	"{""504"": 8, ""584"": 4, ""1256"": 6, ""1285"": 5, ""418"": 1, ""1409"": 1, ""1408"": 1, ""673"": 5, ""724"": 1, ""1415"": 2, ""1198"": 3, ""1410"": 2, ""1292"": 2, ""757"": 1, ""1401"": 1, ""1750"": 1}"
1229	OLD	oud	"{""1898"": 1, ""1383"": 5, ""1231"": 4, ""1207"": 16, ""1496"": 16, ""297"": 1, ""1292"": 1, ""2112"": 5, ""1295"": 1, ""153"": 4, ""698"": 3, ""1548"": 2}"	"{""1898"": 1, ""1383"": 16, ""1625"": 5, ""1231"": 5, ""1207"": 19, ""1125"": 2, ""1496"": 24, ""1548"": 7, ""789"": 1, ""2112"": 12, ""297"": 2, ""701"": 1, ""153"": 11, ""1292"": 1, ""906"": 1, ""1295"": 2, ""1230"": 2, ""505"": 2, ""698"": 5, ""1554"": 2, ""2409"": 1, ""588"": 1, ""1847"": 1, ""1757"": 1}"
1120	HONEST	waarachtig	"{""1120"": 7, ""1427"": 1, ""1268"": 1, ""1228"": 1, ""1237"": 2, ""509"": 3, ""1725"": 2}"	"{""1120"": 26, ""784"": 1, ""1411"": 2, ""1237"": 17, ""1030"": 2, ""1427"": 3, ""3710"": 1, ""1572"": 1, ""509"": 6, ""789"": 1, ""1268"": 1, ""1147"": 3, ""1228"": 1, ""1202"": 1, ""1246"": 1, ""1349"": 1, ""100"": 1, ""1725"": 3, ""3"": 1, ""1229"": 1, ""630"": 1, ""1579"": 1}"
709	TEACH	onderwijzen	"{""504"": 10, ""673"": 14, ""724"": 1, ""1038"": 23, ""1285"": 1, ""584"": 1}"	"{""673"": 44, ""504"": 21, ""1038"": 37, ""1536"": 1, ""724"": 1, ""2427"": 3, ""1285"": 2, ""972"": 1, ""505"": 1, ""905"": 3, ""1229"": 1, ""1030"": 1, ""963"": 1, ""3084"": 1, ""1554"": 1, ""1310"": 1, ""584"": 1, ""2099"": 1}"
640	MUD	modder	"{""230"": 1, ""658"": 4, ""1230"": 6, ""2409"": 13, ""948"": 3, ""2449"": 2, ""163"": 2, ""1726"": 1, ""671"": 2, ""1399"": 1, ""2902"": 1, ""1228"": 1, ""323"": 1, ""1337"": 1}"	"{""1228"": 10, ""948"": 15, ""658"": 14, ""230"": 1, ""1230"": 15, ""2409"": 27, ""1337"": 6, ""1548"": 1, ""671"": 11, ""1453"": 2, ""2449"": 2, ""163"": 2, ""706"": 1, ""1726"": 7, ""3124"": 2, ""1232"": 1, ""227"": 1, ""1399"": 1, ""3702"": 1, ""3703"": 1, ""2902"": 2, ""1007"": 1, ""1287"": 1, ""1324"": 1, ""323"": 1}"
1705	EIGHT	acht	"{""1356"": 25, ""1467"": 1, ""1483"": 23, ""340"": 1, ""1704"": 2, ""1515"": 1}"	"{""1356"": 40, ""1395"": 3, ""1198"": 2, ""1467"": 3, ""1704"": 6, ""687"": 1, ""1483"": 33, ""1515"": 10, ""1420"": 5, ""3306"": 2, ""340"": 1, ""1856"": 2, ""963"": 1, ""672"": 1, ""1706"": 2, ""1226"": 1, ""2454"": 1, ""1722"": 1, ""1035"": 1, ""1246"": 1}"
1468	LOOK FOR	zoeken	"{""1819"": 1, ""1418"": 1, ""1208"": 1, ""2009"": 2}"	"{""667"": 6, ""683"": 1, ""1819"": 2, ""1237"": 1, ""1309"": 2, ""1418"": 1, ""1208"": 1, ""1415"": 3, ""1285"": 1, ""3053"": 1, ""2009"": 2, ""1472"": 1, ""2578"": 1, ""1898"": 1, ""3231"": 1, ""1784"": 1, ""2099"": 1, ""1775"": 1, ""1030"": 1}"
1572	SURPRISED	verrast	"{""1572"": 2, ""1560"": 1, ""1625"": 1, ""1231"": 1, ""3235"": 1}"	"{""1231"": 2, ""1572"": 6, ""3053"": 1, ""1560"": 1, ""1625"": 1, ""1495"": 3, ""3761"": 1, ""3235"": 1, ""26"": 1, ""1518"": 1, ""1289"": 1}"
674	MOUTH	mond	"{""1044"": 5, ""1336"": 8, ""1560"": 2, ""156"": 2, ""3235"": 1, ""1398"": 1, ""948"": 1, ""1623"": 3, ""578"": 1, ""1730"": 1, ""2470"": 1}"	"{""1560"": 5, ""1044"": 16, ""1336"": 28, ""1623"": 9, ""1355"": 1, ""1277"": 1, ""1256"": 1, ""156"": 10, ""1726"": 1, ""1401"": 3, ""1856"": 1, ""3235"": 1, ""1398"": 1, ""948"": 2, ""2579"": 1, ""1287"": 1, ""578"": 3, ""3093"": 2, ""1864"": 1, ""1730"": 1, ""2470"": 1}"
1323	CLOCK	klok	"{""1349"": 1, ""1650"": 4, ""1395"": 1, ""905"": 1, ""1496"": 1, ""1585"": 1}"	"{""1602"": 6, ""1349"": 7, ""377"": 1, ""1496"": 2, ""1650"": 11, ""1233"": 1, ""1803"": 2, ""1252"": 1, ""1707"": 1, ""937"": 1, ""1229"": 3, ""1395"": 4, ""905"": 1, ""701"": 1, ""1201"": 1, ""1585"": 1, ""1631"": 2, ""673"": 2, ""1673"": 1, ""1569"": 1, ""1225"": 2, ""1466"": 1}"
